Exemplar_ID,Rule_ID,Relationship,Evidence_Strength,Notes
EX_018,JRN-TRO-001,JOURNAL_SPECIFIC_EXAMPLE,MEDIUM,Linked through JOURNAL:TRO; paper evidence=GENERALIZATION; REAL_WORLD.
EX_018,DOM-RLMA-ABL-002,DOMAIN_SPECIFIC_EXAMPLE,MEDIUM,Linked through DOMAIN:RL_MARL; paper evidence=GENERALIZATION; REAL_WORLD.
EX_018,DOM-ROBO-ROB,DOMAIN_SPECIFIC_EXAMPLE,MEDIUM,Linked through DOMAIN:ROBOTICS; paper evidence=GENERALIZATION; REAL_WORLD.
EX_019,GEN-ARCH-001,SUPPORTS,OPTIONAL,Linked through GENERAL_TRANSACTIONS; paper evidence=MAIN_COMPARISON; GENERALIZATION; RUNTIME; REAL_WORLD; QUALITATIVE_VISUALIZATION.
EX_019,GEN-EVD-001,SUPPORTS,HIGH,Linked through GENERAL_TRANSACTIONS; paper evidence=MAIN_COMPARISON; GENERALIZATION; RUNTIME; REAL_WORLD; QUALITATIVE_VISUALIZATION.
EX_019,GEN-EVD-002,SUPPORTS,MEDIUM,Linked through GENERAL_TRANSACTIONS; paper evidence=MAIN_COMPARISON; GENERALIZATION; RUNTIME; REAL_WORLD; QUALITATIVE_VISUALIZATION.
EX_019,GEN-EVD-006,SUPPORTS,MEDIUM,Linked through GENERAL_TRANSACTIONS; paper evidence=MAIN_COMPARISON; GENERALIZATION; RUNTIME; REAL_WORLD; QUALITATIVE_VISUALIZATION.
EX_019,GEN-VIS-001,SUPPORTS,HIGH,Linked through GENERAL_TRANSACTIONS; paper evidence=MAIN_COMPARISON; GENERALIZATION; RUNTIME; REAL_WORLD; QUALITATIVE_VISUALIZATION.
EX_019,DOM-RLMA-ABL-002,DOMAIN_SPECIFIC_EXAMPLE,MEDIUM,Linked through DOMAIN:RL_MARL; paper evidence=MAIN_COMPARISON; GENERALIZATION; RUNTIME; REAL_WORLD; QUALITATIVE_VISUALIZATION.
EX_019,DOM-ROBO-ROB,DOMAIN_SPECIFIC_EXAMPLE,MEDIUM,Linked through DOMAIN:ROBOTICS; paper evidence=MAIN_COMPARISON; GENERALIZATION; RUNTIME; REAL_WORLD; QUALITATIVE_VISUALIZATION.
EX_020,GEN-EVD-001,SUPPORTS,HIGH,Linked through GENERAL_TRANSACTIONS; paper evidence=MAIN_COMPARISON; GENERALIZATION.
EX_020,GEN-EVD-005,SUPPORTS,OPTIONAL,Linked through GENERAL_TRANSACTIONS; paper evidence=MAIN_COMPARISON; GENERALIZATION.
EX_020,GEN-VIS-001,SUPPORTS,HIGH,Linked through GENERAL_TRANSACTIONS; paper evidence=MAIN_COMPARISON; GENERALIZATION.
EX_020,JRN-TIV-001,JOURNAL_SPECIFIC_EXAMPLE,MEDIUM,Linked through JOURNAL:TIV; paper evidence=MAIN_COMPARISON; GENERALIZATION.
EX_020,DOM-RLMA-ABL-002,DOMAIN_SPECIFIC_EXAMPLE,MEDIUM,Linked through DOMAIN:RL_MARL; paper evidence=MAIN_COMPARISON; GENERALIZATION.
EX_020,DOM-RL_M-ROB,DOMAIN_SPECIFIC_EXAMPLE,MEDIUM,Linked through DOMAIN:RL_MARL; paper evidence=MAIN_COMPARISON; GENERALIZATION.
EX_020,DOM-RL_M-REAL,DOMAIN_SPECIFIC_EXAMPLE,MEDIUM,Linked through DOMAIN:RL_MARL; paper evidence=MAIN_COMPARISON; GENERALIZATION.
EX_021,GEN-EVD-001,SUPPORTS,HIGH,Linked through GENERAL_TRANSACTIONS; paper evidence=MAIN_COMPARISON; PARAMETER_SENSITIVITY; GENERALIZATION; SIM_TO_REAL.
EX_021,GEN-VIS-001,SUPPORTS,HIGH,Linked through GENERAL_TRANSACTIONS; paper evidence=MAIN_COMPARISON; PARAMETER_SENSITIVITY; GENERALIZATION; SIM_TO_REAL.
EX_021,JRN-TRO-001,JOURNAL_SPECIFIC_EXAMPLE,MEDIUM,Linked through JOURNAL:TRO; paper evidence=MAIN_COMPARISON; PARAMETER_SENSITIVITY; GENERALIZATION; SIM_TO_REAL.
EX_021,DOM-RLMA-ABL-002,DOMAIN_SPECIFIC_EXAMPLE,MEDIUM,Linked through DOMAIN:RL_MARL; paper evidence=MAIN_COMPARISON; PARAMETER_SENSITIVITY; GENERALIZATION; SIM_TO_REAL.
EX_021,DOM-ROBO-ROB,DOMAIN_SPECIFIC_EXAMPLE,MEDIUM,Linked through DOMAIN:ROBOTICS; paper evidence=MAIN_COMPARISON; PARAMETER_SENSITIVITY; GENERALIZATION; SIM_TO_REAL.
EX_021,DOM-ROBO-REAL,DOMAIN_SPECIFIC_EXAMPLE,MEDIUM,Linked through DOMAIN:ROBOTICS; paper evidence=MAIN_COMPARISON; PARAMETER_SENSITIVITY; GENERALIZATION; SIM_TO_REAL.
EX_021,DOM-ROBO-RUN,DOMAIN_SPECIFIC_EXAMPLE,MEDIUM,Linked through DOMAIN:ROBOTICS; paper evidence=MAIN_COMPARISON; PARAMETER_SENSITIVITY; GENERALIZATION; SIM_TO_REAL.
EX_022,GEN-EVD-001,SUPPORTS,HIGH,Linked through GENERAL_TRANSACTIONS; paper evidence=MAIN_COMPARISON; GENERALIZATION; RUNTIME; REAL_WORLD; CROSS_SCENARIO.
EX_022,GEN-VIS-001,SUPPORTS,HIGH,Linked through GENERAL_TRANSACTIONS; paper evidence=MAIN_COMPARISON; GENERALIZATION; RUNTIME; REAL_WORLD; CROSS_SCENARIO.
EX_022,JRN-TCST-001,JOURNAL_SPECIFIC_EXAMPLE,MEDIUM,Linked through JOURNAL:TCST; paper evidence=MAIN_COMPARISON; GENERALIZATION; RUNTIME; REAL_WORLD; CROSS_SCENARIO.
EX_022,DOM-ROBO-ROB,DOMAIN_SPECIFIC_EXAMPLE,MEDIUM,Linked through DOMAIN:ROBOTICS; paper evidence=MAIN_COMPARISON; GENERALIZATION; RUNTIME; REAL_WORLD; CROSS_SCENARIO.
EX_022,DOM-ROBO-REAL,DOMAIN_SPECIFIC_EXAMPLE,MEDIUM,Linked through DOMAIN:ROBOTICS; paper evidence=MAIN_COMPARISON; GENERALIZATION; RUNTIME; REAL_WORLD; CROSS_SCENARIO.
EX_022,DOM-ROBO-RUN,DOMAIN_SPECIFIC_EXAMPLE,MEDIUM,Linked through DOMAIN:ROBOTICS; paper evidence=MAIN_COMPARISON; GENERALIZATION; RUNTIME; REAL_WORLD; CROSS_SCENARIO.
EX_022,DOM-NAVI-ROB,DOMAIN_SPECIFIC_EXAMPLE,MEDIUM,Linked through DOMAIN:NAVIGATION_PLANNING; paper evidence=MAIN_COMPARISON; GENERALIZATION; RUNTIME; REAL_WORLD; CROSS_SCENARIO.
EX_023,GEN-EVD-001,SUPPORTS,HIGH,Linked through GENERAL_TRANSACTIONS; paper evidence=MAIN_COMPARISON; RUNTIME; COMPUTATIONAL_COMPLEXITY; QUALITATIVE_VISUALIZATION.
EX_023,GEN-VIS-001,SUPPORTS,HIGH,Linked through GENERAL_TRANSACTIONS; paper evidence=MAIN_COMPARISON; RUNTIME; COMPUTATIONAL_COMPLEXITY; QUALITATIVE_VISUALIZATION.
EX_023,JRN-TCST-001,JOURNAL_SPECIFIC_EXAMPLE,MEDIUM,Linked through JOURNAL:TCST; paper evidence=MAIN_COMPARISON; RUNTIME; COMPUTATIONAL_COMPLEXITY; QUALITATIVE_VISUALIZATION.
EX_023,DOM-ROBO-ROB,DOMAIN_SPECIFIC_EXAMPLE,MEDIUM,Linked through DOMAIN:ROBOTICS; paper evidence=MAIN_COMPARISON; RUNTIME; COMPUTATIONAL_COMPLEXITY; QUALITATIVE_VISUALIZATION.
EX_023,DOM-ROBO-REAL,DOMAIN_SPECIFIC_EXAMPLE,MEDIUM,Linked through DOMAIN:ROBOTICS; paper evidence=MAIN_COMPARISON; RUNTIME; COMPUTATIONAL_COMPLEXITY; QUALITATIVE_VISUALIZATION.
EX_023,DOM-ROBO-RUN,DOMAIN_SPECIFIC_EXAMPLE,MEDIUM,Linked through DOMAIN:ROBOTICS; paper evidence=MAIN_COMPARISON; RUNTIME; COMPUTATIONAL_COMPLEXITY; QUALITATIVE_VISUALIZATION.
EX_023,DOM-UAV_-ROB,DOMAIN_SPECIFIC_EXAMPLE,MEDIUM,Linked through DOMAIN:UAV_AUTONOMY; paper evidence=MAIN_COMPARISON; RUNTIME; COMPUTATIONAL_COMPLEXITY; QUALITATIVE_VISUALIZATION.
EX_024,GEN-EVD-001,SUPPORTS,HIGH,Linked through GENERAL_TRANSACTIONS; paper evidence=MAIN_COMPARISON; PARAMETER_SENSITIVITY.
EX_024,GEN-VIS-001,SUPPORTS,HIGH,Linked through GENERAL_TRANSACTIONS; paper evidence=MAIN_COMPARISON; PARAMETER_SENSITIVITY.
EX_024,JRN-TAC-001,JOURNAL_SPECIFIC_EXAMPLE,MEDIUM,Linked through JOURNAL:TAC; paper evidence=MAIN_COMPARISON; PARAMETER_SENSITIVITY.
EX_024,DOM-ROBO-ROB,DOMAIN_SPECIFIC_EXAMPLE,MEDIUM,Linked through DOMAIN:ROBOTICS; paper evidence=MAIN_COMPARISON; PARAMETER_SENSITIVITY.
EX_024,DOM-ROBO-REAL,DOMAIN_SPECIFIC_EXAMPLE,MEDIUM,Linked through DOMAIN:ROBOTICS; paper evidence=MAIN_COMPARISON; PARAMETER_SENSITIVITY.
EX_024,DOM-ROBO-RUN,DOMAIN_SPECIFIC_EXAMPLE,MEDIUM,Linked through DOMAIN:ROBOTICS; paper evidence=MAIN_COMPARISON; PARAMETER_SENSITIVITY.
EX_024,DOM-UAV_-ROB,DOMAIN_SPECIFIC_EXAMPLE,MEDIUM,Linked through DOMAIN:UAV_AUTONOMY; paper evidence=MAIN_COMPARISON; PARAMETER_SENSITIVITY.
EX_025,GEN-ARCH-001,SUPPORTS,OPTIONAL,Linked through GENERAL_TRANSACTIONS; paper evidence=MAIN_COMPARISON; RUNTIME; REAL_WORLD.
EX_025,GEN-EVD-001,SUPPORTS,HIGH,Linked through GENERAL_TRANSACTIONS; paper evidence=MAIN_COMPARISON; RUNTIME; REAL_WORLD.
EX_025,GEN-EVD-002,SUPPORTS,MEDIUM,Linked through GENERAL_TRANSACTIONS; paper evidence=MAIN_COMPARISON; RUNTIME; REAL_WORLD.
EX_025,GEN-EVD-006,SUPPORTS,MEDIUM,Linked through GENERAL_TRANSACTIONS; paper evidence=MAIN_COMPARISON; RUNTIME; REAL_WORLD.
EX_025,GEN-VIS-001,SUPPORTS,HIGH,Linked through GENERAL_TRANSACTIONS; paper evidence=MAIN_COMPARISON; RUNTIME; REAL_WORLD.
EX_025,JRN-TIV-001,JOURNAL_SPECIFIC_EXAMPLE,MEDIUM,Linked through JOURNAL:TIV; paper evidence=MAIN_COMPARISON; RUNTIME; REAL_WORLD.
EX_025,DOM-ROBO-ROB,DOMAIN_SPECIFIC_EXAMPLE,MEDIUM,Linked through DOMAIN:ROBOTICS; paper evidence=MAIN_COMPARISON; RUNTIME; REAL_WORLD.
EX_026,GEN-EVD-001,SUPPORTS,HIGH,Linked through GENERAL_TRANSACTIONS; paper evidence=MAIN_COMPARISON; RUNTIME; REAL_WORLD.
EX_026,GEN-EVD-002,SUPPORTS,MEDIUM,Linked through GENERAL_TRANSACTIONS; paper evidence=MAIN_COMPARISON; RUNTIME; REAL_WORLD.
EX_026,GEN-VIS-001,SUPPORTS,HIGH,Linked through GENERAL_TRANSACTIONS; paper evidence=MAIN_COMPARISON; RUNTIME; REAL_WORLD.
EX_026,JRN-TRO-001,JOURNAL_SPECIFIC_EXAMPLE,MEDIUM,Linked through JOURNAL:TRO; paper evidence=MAIN_COMPARISON; RUNTIME; REAL_WORLD.
EX_026,DOM-RLMA-ABL-002,DOMAIN_SPECIFIC_EXAMPLE,MEDIUM,Linked through DOMAIN:RL_MARL; paper evidence=MAIN_COMPARISON; RUNTIME; REAL_WORLD.
EX_026,DOM-ROBO-ROB,DOMAIN_SPECIFIC_EXAMPLE,MEDIUM,Linked through DOMAIN:ROBOTICS; paper evidence=MAIN_COMPARISON; RUNTIME; REAL_WORLD.
EX_026,DOM-ROBO-REAL,DOMAIN_SPECIFIC_EXAMPLE,MEDIUM,Linked through DOMAIN:ROBOTICS; paper evidence=MAIN_COMPARISON; RUNTIME; REAL_WORLD.
EX_027,GEN-EVD-001,SUPPORTS,HIGH,Linked through GENERAL_TRANSACTIONS; paper evidence=MAIN_COMPARISON; GENERALIZATION.
EX_027,GEN-VIS-001,SUPPORTS,HIGH,Linked through GENERAL_TRANSACTIONS; paper evidence=MAIN_COMPARISON; GENERALIZATION.
EX_027,JRN-TVT-001,JOURNAL_SPECIFIC_EXAMPLE,MEDIUM,Linked through JOURNAL:TVT; paper evidence=MAIN_COMPARISON; GENERALIZATION.
EX_027,DOM-RLMA-ABL-002,DOMAIN_SPECIFIC_EXAMPLE,MEDIUM,Linked through DOMAIN:RL_MARL; paper evidence=MAIN_COMPARISON; GENERALIZATION.
EX_027,DOM-ROBO-ROB,DOMAIN_SPECIFIC_EXAMPLE,MEDIUM,Linked through DOMAIN:ROBOTICS; paper evidence=MAIN_COMPARISON; GENERALIZATION.
EX_027,DOM-ROBO-REAL,DOMAIN_SPECIFIC_EXAMPLE,MEDIUM,Linked through DOMAIN:ROBOTICS; paper evidence=MAIN_COMPARISON; GENERALIZATION.
EX_027,DOM-ROBO-RUN,DOMAIN_SPECIFIC_EXAMPLE,MEDIUM,Linked through DOMAIN:ROBOTICS; paper evidence=MAIN_COMPARISON; GENERALIZATION.
