Rule_ID,Paper_ID,DOI,Relation,Evidence_field,Evidence_value,Source_PDF,Evidence_status
DOM-UAV_-RUN,P010,10.1109/taes.2025.3550128,SUPPORT,Runtime_presence,True,D:\ieee my skills\IEEE_TRANS_CORPUS\papers\TAES\Zhang_2025_TAES_Real-Time-Path-Planning-for-Autonomous-UAVs-An-Event-Triggered-Multimo.pdf,TRACEABLE_AUTOMATED_EXTRACTION
DOM-UAV_-RUN,P016,10.1109/tase.2025.3558945,SUPPORT,Runtime_presence,True,D:\ieee my skills\IEEE_TRANS_CORPUS\papers\TASE\Betalo_2025_TASE_Dynamic-Charging-and-Path-Planning-for-UAV-Powered-Rechargeable-WSNs-U.pdf,TRACEABLE_AUTOMATED_EXTRACTION
DOM-UAV_-RUN,P001,10.1109/tac.2021.3097706,COUNTEREXAMPLE,Runtime_presence,False,D:\ieee my skills\IEEE_TRANS_CORPUS\papers\TAC\Coulson_2021_TAC_Distributionally-Robust-Chance-Constrained-Data-Enabled-Predictive-Con.pdf,NOT_DETECTED; manual confirmation recommended
DOM-UAV_-RUN,P002,10.1109/tac.2022.3144107,COUNTEREXAMPLE,Runtime_presence,False,D:\ieee my skills\IEEE_TRANS_CORPUS\papers\TAC\Restrepo_2022_TAC_Robust-Consensus-of-High-Order-Systems-Under-Output-Constraints-Applic.pdf,NOT_DETECTED; manual confirmation recommended
DOM-UAV_-RUN,P006,10.1109/taes.2024.3401668,COUNTEREXAMPLE,Runtime_presence,False,D:\ieee my skills\IEEE_TRANS_CORPUS\papers\TAES\Wen_2024_TAES_Optimized-Fuzzy-Attitude-Control-of-Quadrotor-Unmanned-Aerial-Vehicle-.pdf,NOT_DETECTED; manual confirmation recommended
DOM-NAVI-ROB,P002,10.1109/tac.2022.3144107,SUPPORT,Robustness_presence,True,D:\ieee my skills\IEEE_TRANS_CORPUS\papers\TAC\Restrepo_2022_TAC_Robust-Consensus-of-High-Order-Systems-Under-Output-Constraints-Applic.pdf,TRACEABLE_AUTOMATED_EXTRACTION
DOM-NAVI-ROB,P035,10.1109/tcyb.2021.3070385,SUPPORT,Robustness_presence,True,D:\ieee my skills\IEEE_TRANS_CORPUS\papers\TCYB\Li_2021_TCYB_Simultaneous-Obstacle-Avoidance-and-Target-Tracking-of-Multiple-Wheele.pdf,TRACEABLE_AUTOMATED_EXTRACTION
DOM-NAVI-ROB,P036,10.1109/tcyb.2021.3057219,SUPPORT,Robustness_presence,True,D:\ieee my skills\IEEE_TRANS_CORPUS\papers\TCYB\Zhou_2021_TCYB_Fixed-Time-Cooperative-Behavioral-Control-for-Networked-Autonomous-Age.pdf,TRACEABLE_AUTOMATED_EXTRACTION
DOM-NAVI-ROB,P039,10.1109/tevc.2025.3573828,SUPPORT,Robustness_presence,True,D:\ieee my skills\IEEE_TRANS_CORPUS\papers\TEVC\Zhao_2026_TEVC_Cross-Task-Collaborative-Optimization-Based-on-Knowledge-Transfer-for-.pdf,TRACEABLE_AUTOMATED_EXTRACTION
DOM-NAVI-ROB,P001,10.1109/tac.2021.3097706,COUNTEREXAMPLE,Robustness_presence,False,D:\ieee my skills\IEEE_TRANS_CORPUS\papers\TAC\Coulson_2021_TAC_Distributionally-Robust-Chance-Constrained-Data-Enabled-Predictive-Con.pdf,NOT_DETECTED; manual confirmation recommended
DOM-NAVI-ROB,P005,10.1109/tac.2024.3386024,COUNTEREXAMPLE,Robustness_presence,False,D:\ieee my skills\IEEE_TRANS_CORPUS\papers\TAC\Hustiu_2024_TAC_On-Multirobot-Path-Planning-Based-on-Petri-Net-Models-and-LTL-Specific.pdf,NOT_DETECTED; manual confirmation recommended
DOM-NAVI-ROB,P010,10.1109/taes.2025.3550128,COUNTEREXAMPLE,Robustness_presence,False,D:\ieee my skills\IEEE_TRANS_CORPUS\papers\TAES\Zhang_2025_TAES_Real-Time-Path-Planning-for-Autonomous-UAVs-An-Event-Triggered-Multimo.pdf,NOT_DETECTED; manual confirmation recommended
DOM-NAVI-REAL,P013,10.1109/tai.2024.3351797,SUPPORT,Physical_experiment_presence,True,D:\ieee my skills\IEEE_TRANS_CORPUS\papers\TAI\Fan_2024_TAI_Learn-From-Safe-Experience-Safe-Reinforcement-Learning-for-Task-Automa.pdf,TRACEABLE_AUTOMATED_EXTRACTION
DOM-NAVI-REAL,P019,10.1109/tase.2026.3653413,SUPPORT,Physical_experiment_presence,True,D:\ieee my skills\IEEE_TRANS_CORPUS\papers\TASE\Chen_2026_TASE_A-Dynamic-Path-Planning-and-Tracking-Control-of-Autonomous-Vehicles-An.pdf,TRACEABLE_AUTOMATED_EXTRACTION
DOM-NAVI-REAL,P021,10.1109/tase.2025.3601665,SUPPORT,Physical_experiment_presence,True,D:\ieee my skills\IEEE_TRANS_CORPUS\papers\TASE\Ren_2025_TASE_PG-ITD3-A-Potential-Field-Guided-Deep-Reinforcement-Learning-Approach-.pdf,TRACEABLE_AUTOMATED_EXTRACTION
DOM-NAVI-REAL,P023,10.1109/tcns.2026.3722606,SUPPORT,Physical_experiment_presence,True,D:\ieee my skills\IEEE_TRANS_CORPUS\papers\TCNS\Lin_2026_TCNS_Disentangled-Control-of-Multi-Agent-Systems.pdf,TRACEABLE_AUTOMATED_EXTRACTION
DOM-NAVI-REAL,P001,10.1109/tac.2021.3097706,COUNTEREXAMPLE,Physical_experiment_presence,False,D:\ieee my skills\IEEE_TRANS_CORPUS\papers\TAC\Coulson_2021_TAC_Distributionally-Robust-Chance-Constrained-Data-Enabled-Predictive-Con.pdf,NOT_DETECTED; manual confirmation recommended
DOM-NAVI-REAL,P002,10.1109/tac.2022.3144107,COUNTEREXAMPLE,Physical_experiment_presence,False,D:\ieee my skills\IEEE_TRANS_CORPUS\papers\TAC\Restrepo_2022_TAC_Robust-Consensus-of-High-Order-Systems-Under-Output-Constraints-Applic.pdf,NOT_DETECTED; manual confirmation recommended
DOM-NAVI-REAL,P005,10.1109/tac.2024.3386024,COUNTEREXAMPLE,Physical_experiment_presence,False,D:\ieee my skills\IEEE_TRANS_CORPUS\papers\TAC\Hustiu_2024_TAC_On-Multirobot-Path-Planning-Based-on-Petri-Net-Models-and-LTL-Specific.pdf,NOT_DETECTED; manual confirmation recommended
DOM-NAVI-RUN,P005,10.1109/tac.2024.3386024,SUPPORT,Runtime_presence,True,D:\ieee my skills\IEEE_TRANS_CORPUS\papers\TAC\Hustiu_2024_TAC_On-Multirobot-Path-Planning-Based-on-Petri-Net-Models-and-LTL-Specific.pdf,TRACEABLE_AUTOMATED_EXTRACTION
DOM-NAVI-RUN,P010,10.1109/taes.2025.3550128,SUPPORT,Runtime_presence,True,D:\ieee my skills\IEEE_TRANS_CORPUS\papers\TAES\Zhang_2025_TAES_Real-Time-Path-Planning-for-Autonomous-UAVs-An-Event-Triggered-Multimo.pdf,TRACEABLE_AUTOMATED_EXTRACTION
DOM-NAVI-RUN,P016,10.1109/tase.2025.3558945,SUPPORT,Runtime_presence,True,D:\ieee my skills\IEEE_TRANS_CORPUS\papers\TASE\Betalo_2025_TASE_Dynamic-Charging-and-Path-Planning-for-UAV-Powered-Rechargeable-WSNs-U.pdf,TRACEABLE_AUTOMATED_EXTRACTION
DOM-NAVI-RUN,P019,10.1109/tase.2026.3653413,SUPPORT,Runtime_presence,True,D:\ieee my skills\IEEE_TRANS_CORPUS\papers\TASE\Chen_2026_TASE_A-Dynamic-Path-Planning-and-Tracking-Control-of-Autonomous-Vehicles-An.pdf,TRACEABLE_AUTOMATED_EXTRACTION
DOM-NAVI-RUN,P001,10.1109/tac.2021.3097706,COUNTEREXAMPLE,Runtime_presence,False,D:\ieee my skills\IEEE_TRANS_CORPUS\papers\TAC\Coulson_2021_TAC_Distributionally-Robust-Chance-Constrained-Data-Enabled-Predictive-Con.pdf,NOT_DETECTED; manual confirmation recommended
DOM-NAVI-RUN,P002,10.1109/tac.2022.3144107,COUNTEREXAMPLE,Runtime_presence,False,D:\ieee my skills\IEEE_TRANS_CORPUS\papers\TAC\Restrepo_2022_TAC_Robust-Consensus-of-High-Order-Systems-Under-Output-Constraints-Applic.pdf,NOT_DETECTED; manual confirmation recommended
DOM-NAVI-RUN,P011,10.1109/taes.2025.3633213,COUNTEREXAMPLE,Runtime_presence,False,D:\ieee my skills\IEEE_TRANS_CORPUS\papers\TAES\Liu_2026_TAES_A-Deep-Reinforcement-Learning-Based-UAV-Trajectory-Planning-Method-for.pdf,NOT_DETECTED; manual confirmation recommended
DOM-RL_M-ROB,P008,10.1109/taes.2025.3624705,SUPPORT,Robustness_presence,True,D:\ieee my skills\IEEE_TRANS_CORPUS\papers\TAES\Ren_2026_TAES_Learning-Based-Model-Predictive-Control-for-Cooperative-Spacecraft-Swa.pdf,TRACEABLE_AUTOMATED_EXTRACTION
DOM-RL_M-ROB,P020,10.1109/tase.2026.3689345,SUPPORT,Robustness_presence,True,D:\ieee my skills\IEEE_TRANS_CORPUS\papers\TASE\Lou_2026_TASE_Agents-Trainer-Automatically-Training-Multi-Agent-Reinforcement-Learni.pdf,TRACEABLE_AUTOMATED_EXTRACTION
DOM-RL_M-ROB,P033,10.1109/tcyb.2023.3246985,SUPPORT,Robustness_presence,True,D:\ieee my skills\IEEE_TRANS_CORPUS\papers\TCYB\Bai_2023_TCYB_Learning-Based-Multi-UAV-Flocking-Control-With-Limited-Visual-Field-an.pdf,TRACEABLE_AUTOMATED_EXTRACTION
DOM-RL_M-ROB,P036,10.1109/tcyb.2021.3057219,SUPPORT,Robustness_presence,True,D:\ieee my skills\IEEE_TRANS_CORPUS\papers\TCYB\Zhou_2021_TCYB_Fixed-Time-Cooperative-Behavioral-Control-for-Networked-Autonomous-Age.pdf,TRACEABLE_AUTOMATED_EXTRACTION
DOM-RL_M-ROB,P003,10.1109/tac.2026.3653296,COUNTEREXAMPLE,Robustness_presence,False,D:\ieee my skills\IEEE_TRANS_CORPUS\papers\TAC\Deplano_2026_TAC_Optimization-and-Learning-in-Open-Multiagent-Systems.pdf,NOT_DETECTED; manual confirmation recommended
DOM-RL_M-ROB,P004,10.1109/tac.2023.3317728,COUNTEREXAMPLE,Robustness_presence,False,D:\ieee my skills\IEEE_TRANS_CORPUS\papers\TAC\Oliva_2023_TAC_A-Sum-of-States-Preservation-Framework-for-Open-Multiagent-Systems-Wit.pdf,NOT_DETECTED; manual confirmation recommended
DOM-RL_M-ROB,P005,10.1109/tac.2024.3386024,COUNTEREXAMPLE,Robustness_presence,False,D:\ieee my skills\IEEE_TRANS_CORPUS\papers\TAC\Hustiu_2024_TAC_On-Multirobot-Path-Planning-Based-on-Petri-Net-Models-and-LTL-Specific.pdf,NOT_DETECTED; manual confirmation recommended
DOM-RL_M-REAL,P013,10.1109/tai.2024.3351797,SUPPORT,Physical_experiment_presence,True,D:\ieee my skills\IEEE_TRANS_CORPUS\papers\TAI\Fan_2024_TAI_Learn-From-Safe-Experience-Safe-Reinforcement-Learning-for-Task-Automa.pdf,TRACEABLE_AUTOMATED_EXTRACTION
DOM-RL_M-REAL,P017,10.1109/tase.2024.3432405,SUPPORT,Physical_experiment_presence,True,D:\ieee my skills\IEEE_TRANS_CORPUS\papers\TASE\Wang_2025_TASE_Constrained-Reinforcement-Learning-Using-Distributional-Representation.pdf,TRACEABLE_AUTOMATED_EXTRACTION
DOM-RL_M-REAL,P018,10.1109/tase.2025.3574280,SUPPORT,Physical_experiment_presence,True,D:\ieee my skills\IEEE_TRANS_CORPUS\papers\TASE\Hua_2025_TASE_Multi-Agent-Reinforcement-Learning-for-Connected-and-Automated-Vehicle.pdf,TRACEABLE_AUTOMATED_EXTRACTION
DOM-RL_M-REAL,P020,10.1109/tase.2026.3689345,SUPPORT,Physical_experiment_presence,True,D:\ieee my skills\IEEE_TRANS_CORPUS\papers\TASE\Lou_2026_TASE_Agents-Trainer-Automatically-Training-Multi-Agent-Reinforcement-Learni.pdf,TRACEABLE_AUTOMATED_EXTRACTION
DOM-RL_M-REAL,P003,10.1109/tac.2026.3653296,COUNTEREXAMPLE,Physical_experiment_presence,False,D:\ieee my skills\IEEE_TRANS_CORPUS\papers\TAC\Deplano_2026_TAC_Optimization-and-Learning-in-Open-Multiagent-Systems.pdf,NOT_DETECTED; manual confirmation recommended
DOM-RL_M-REAL,P004,10.1109/tac.2023.3317728,COUNTEREXAMPLE,Physical_experiment_presence,False,D:\ieee my skills\IEEE_TRANS_CORPUS\papers\TAC\Oliva_2023_TAC_A-Sum-of-States-Preservation-Framework-for-Open-Multiagent-Systems-Wit.pdf,NOT_DETECTED; manual confirmation recommended
DOM-RL_M-REAL,P005,10.1109/tac.2024.3386024,COUNTEREXAMPLE,Physical_experiment_presence,False,D:\ieee my skills\IEEE_TRANS_CORPUS\papers\TAC\Hustiu_2024_TAC_On-Multirobot-Path-Planning-Based-on-Petri-Net-Models-and-LTL-Specific.pdf,NOT_DETECTED; manual confirmation recommended
DOM-RL_M-RUN,P005,10.1109/tac.2024.3386024,SUPPORT,Runtime_presence,True,D:\ieee my skills\IEEE_TRANS_CORPUS\papers\TAC\Hustiu_2024_TAC_On-Multirobot-Path-Planning-Based-on-Petri-Net-Models-and-LTL-Specific.pdf,TRACEABLE_AUTOMATED_EXTRACTION
DOM-RL_M-RUN,P008,10.1109/taes.2025.3624705,SUPPORT,Runtime_presence,True,D:\ieee my skills\IEEE_TRANS_CORPUS\papers\TAES\Ren_2026_TAES_Learning-Based-Model-Predictive-Control-for-Cooperative-Spacecraft-Swa.pdf,TRACEABLE_AUTOMATED_EXTRACTION
DOM-RL_M-RUN,P016,10.1109/tase.2025.3558945,SUPPORT,Runtime_presence,True,D:\ieee my skills\IEEE_TRANS_CORPUS\papers\TASE\Betalo_2025_TASE_Dynamic-Charging-and-Path-Planning-for-UAV-Powered-Rechargeable-WSNs-U.pdf,TRACEABLE_AUTOMATED_EXTRACTION
DOM-RL_M-RUN,P018,10.1109/tase.2025.3574280,SUPPORT,Runtime_presence,True,D:\ieee my skills\IEEE_TRANS_CORPUS\papers\TASE\Hua_2025_TASE_Multi-Agent-Reinforcement-Learning-for-Connected-and-Automated-Vehicle.pdf,TRACEABLE_AUTOMATED_EXTRACTION
DOM-RL_M-RUN,P003,10.1109/tac.2026.3653296,COUNTEREXAMPLE,Runtime_presence,False,D:\ieee my skills\IEEE_TRANS_CORPUS\papers\TAC\Deplano_2026_TAC_Optimization-and-Learning-in-Open-Multiagent-Systems.pdf,NOT_DETECTED; manual confirmation recommended
DOM-RL_M-RUN,P004,10.1109/tac.2023.3317728,COUNTEREXAMPLE,Runtime_presence,False,D:\ieee my skills\IEEE_TRANS_CORPUS\papers\TAC\Oliva_2023_TAC_A-Sum-of-States-Preservation-Framework-for-Open-Multiagent-Systems-Wit.pdf,NOT_DETECTED; manual confirmation recommended
DOM-RL_M-RUN,P006,10.1109/taes.2024.3401668,COUNTEREXAMPLE,Runtime_presence,False,D:\ieee my skills\IEEE_TRANS_CORPUS\papers\TAES\Wen_2024_TAES_Optimized-Fuzzy-Attitude-Control-of-Quadrotor-Unmanned-Aerial-Vehicle-.pdf,NOT_DETECTED; manual confirmation recommended
DOM-MULT-ROB,P002,10.1109/tac.2022.3144107,SUPPORT,Robustness_presence,True,D:\ieee my skills\IEEE_TRANS_CORPUS\papers\TAC\Restrepo_2022_TAC_Robust-Consensus-of-High-Order-Systems-Under-Output-Constraints-Applic.pdf,TRACEABLE_AUTOMATED_EXTRACTION
DOM-MULT-ROB,P008,10.1109/taes.2025.3624705,SUPPORT,Robustness_presence,True,D:\ieee my skills\IEEE_TRANS_CORPUS\papers\TAES\Ren_2026_TAES_Learning-Based-Model-Predictive-Control-for-Cooperative-Spacecraft-Swa.pdf,TRACEABLE_AUTOMATED_EXTRACTION
DOM-MULT-ROB,P020,10.1109/tase.2026.3689345,SUPPORT,Robustness_presence,True,D:\ieee my skills\IEEE_TRANS_CORPUS\papers\TASE\Lou_2026_TASE_Agents-Trainer-Automatically-Training-Multi-Agent-Reinforcement-Learni.pdf,TRACEABLE_AUTOMATED_EXTRACTION
DOM-MULT-ROB,P033,10.1109/tcyb.2023.3246985,SUPPORT,Robustness_presence,True,D:\ieee my skills\IEEE_TRANS_CORPUS\papers\TCYB\Bai_2023_TCYB_Learning-Based-Multi-UAV-Flocking-Control-With-Limited-Visual-Field-an.pdf,TRACEABLE_AUTOMATED_EXTRACTION
DOM-MULT-ROB,P003,10.1109/tac.2026.3653296,COUNTEREXAMPLE,Robustness_presence,False,D:\ieee my skills\IEEE_TRANS_CORPUS\papers\TAC\Deplano_2026_TAC_Optimization-and-Learning-in-Open-Multiagent-Systems.pdf,NOT_DETECTED; manual confirmation recommended
DOM-MULT-ROB,P004,10.1109/tac.2023.3317728,COUNTEREXAMPLE,Robustness_presence,False,D:\ieee my skills\IEEE_TRANS_CORPUS\papers\TAC\Oliva_2023_TAC_A-Sum-of-States-Preservation-Framework-for-Open-Multiagent-Systems-Wit.pdf,NOT_DETECTED; manual confirmation recommended
DOM-MULT-ROB,P005,10.1109/tac.2024.3386024,COUNTEREXAMPLE,Robustness_presence,False,D:\ieee my skills\IEEE_TRANS_CORPUS\papers\TAC\Hustiu_2024_TAC_On-Multirobot-Path-Planning-Based-on-Petri-Net-Models-and-LTL-Specific.pdf,NOT_DETECTED; manual confirmation recommended
DOM-MULT-REAL,P018,10.1109/tase.2025.3574280,SUPPORT,Physical_experiment_presence,True,D:\ieee my skills\IEEE_TRANS_CORPUS\papers\TASE\Hua_2025_TASE_Multi-Agent-Reinforcement-Learning-for-Connected-and-Automated-Vehicle.pdf,TRACEABLE_AUTOMATED_EXTRACTION
DOM-MULT-REAL,P020,10.1109/tase.2026.3689345,SUPPORT,Physical_experiment_presence,True,D:\ieee my skills\IEEE_TRANS_CORPUS\papers\TASE\Lou_2026_TASE_Agents-Trainer-Automatically-Training-Multi-Agent-Reinforcement-Learni.pdf,TRACEABLE_AUTOMATED_EXTRACTION
DOM-MULT-REAL,P023,10.1109/tcns.2026.3722606,SUPPORT,Physical_experiment_presence,True,D:\ieee my skills\IEEE_TRANS_CORPUS\papers\TCNS\Lin_2026_TCNS_Disentangled-Control-of-Multi-Agent-Systems.pdf,TRACEABLE_AUTOMATED_EXTRACTION
DOM-MULT-REAL,P028,10.1109/tcst.2022.3211130,SUPPORT,Physical_experiment_presence,True,D:\ieee my skills\IEEE_TRANS_CORPUS\papers\TCST\Ferranti_2022_TCST_Distributed-Nonlinear-Trajectory-Optimization-for-Multi-Robot-Motion-P.pdf,TRACEABLE_AUTOMATED_EXTRACTION
DOM-MULT-REAL,P002,10.1109/tac.2022.3144107,COUNTEREXAMPLE,Physical_experiment_presence,False,D:\ieee my skills\IEEE_TRANS_CORPUS\papers\TAC\Restrepo_2022_TAC_Robust-Consensus-of-High-Order-Systems-Under-Output-Constraints-Applic.pdf,NOT_DETECTED; manual confirmation recommended
DOM-MULT-REAL,P003,10.1109/tac.2026.3653296,COUNTEREXAMPLE,Physical_experiment_presence,False,D:\ieee my skills\IEEE_TRANS_CORPUS\papers\TAC\Deplano_2026_TAC_Optimization-and-Learning-in-Open-Multiagent-Systems.pdf,NOT_DETECTED; manual confirmation recommended
DOM-MULT-REAL,P004,10.1109/tac.2023.3317728,COUNTEREXAMPLE,Physical_experiment_presence,False,D:\ieee my skills\IEEE_TRANS_CORPUS\papers\TAC\Oliva_2023_TAC_A-Sum-of-States-Preservation-Framework-for-Open-Multiagent-Systems-Wit.pdf,NOT_DETECTED; manual confirmation recommended
DOM-MULT-RUN,P005,10.1109/tac.2024.3386024,SUPPORT,Runtime_presence,True,D:\ieee my skills\IEEE_TRANS_CORPUS\papers\TAC\Hustiu_2024_TAC_On-Multirobot-Path-Planning-Based-on-Petri-Net-Models-and-LTL-Specific.pdf,TRACEABLE_AUTOMATED_EXTRACTION
DOM-MULT-RUN,P008,10.1109/taes.2025.3624705,SUPPORT,Runtime_presence,True,D:\ieee my skills\IEEE_TRANS_CORPUS\papers\TAES\Ren_2026_TAES_Learning-Based-Model-Predictive-Control-for-Cooperative-Spacecraft-Swa.pdf,TRACEABLE_AUTOMATED_EXTRACTION
DOM-MULT-RUN,P009,10.1109/taes.2024.3485601,SUPPORT,Runtime_presence,True,D:\ieee my skills\IEEE_TRANS_CORPUS\papers\TAES\Sun_2025_TAES_Distributed-Event-Triggered-Model-Predictive-Control-for-Spacecraft-Sw.pdf,TRACEABLE_AUTOMATED_EXTRACTION
DOM-MULT-RUN,P016,10.1109/tase.2025.3558945,SUPPORT,Runtime_presence,True,D:\ieee my skills\IEEE_TRANS_CORPUS\papers\TASE\Betalo_2025_TASE_Dynamic-Charging-and-Path-Planning-for-UAV-Powered-Rechargeable-WSNs-U.pdf,TRACEABLE_AUTOMATED_EXTRACTION
DOM-MULT-RUN,P002,10.1109/tac.2022.3144107,COUNTEREXAMPLE,Runtime_presence,False,D:\ieee my skills\IEEE_TRANS_CORPUS\papers\TAC\Restrepo_2022_TAC_Robust-Consensus-of-High-Order-Systems-Under-Output-Constraints-Applic.pdf,NOT_DETECTED; manual confirmation recommended
DOM-MULT-RUN,P003,10.1109/tac.2026.3653296,COUNTEREXAMPLE,Runtime_presence,False,D:\ieee my skills\IEEE_TRANS_CORPUS\papers\TAC\Deplano_2026_TAC_Optimization-and-Learning-in-Open-Multiagent-Systems.pdf,NOT_DETECTED; manual confirmation recommended
DOM-MULT-RUN,P004,10.1109/tac.2023.3317728,COUNTEREXAMPLE,Runtime_presence,False,D:\ieee my skills\IEEE_TRANS_CORPUS\papers\TAC\Oliva_2023_TAC_A-Sum-of-States-Preservation-Framework-for-Open-Multiagent-Systems-Wit.pdf,NOT_DETECTED; manual confirmation recommended
DOM-CONT-ROB,P002,10.1109/tac.2022.3144107,SUPPORT,Robustness_presence,True,D:\ieee my skills\IEEE_TRANS_CORPUS\papers\TAC\Restrepo_2022_TAC_Robust-Consensus-of-High-Order-Systems-Under-Output-Constraints-Applic.pdf,TRACEABLE_AUTOMATED_EXTRACTION
DOM-CONT-ROB,P008,10.1109/taes.2025.3624705,SUPPORT,Robustness_presence,True,D:\ieee my skills\IEEE_TRANS_CORPUS\papers\TAES\Ren_2026_TAES_Learning-Based-Model-Predictive-Control-for-Cooperative-Spacecraft-Swa.pdf,TRACEABLE_AUTOMATED_EXTRACTION
DOM-CONT-ROB,P033,10.1109/tcyb.2023.3246985,SUPPORT,Robustness_presence,True,D:\ieee my skills\IEEE_TRANS_CORPUS\papers\TCYB\Bai_2023_TCYB_Learning-Based-Multi-UAV-Flocking-Control-With-Limited-Visual-Field-an.pdf,TRACEABLE_AUTOMATED_EXTRACTION
DOM-CONT-ROB,P035,10.1109/tcyb.2021.3070385,SUPPORT,Robustness_presence,True,D:\ieee my skills\IEEE_TRANS_CORPUS\papers\TCYB\Li_2021_TCYB_Simultaneous-Obstacle-Avoidance-and-Target-Tracking-of-Multiple-Wheele.pdf,TRACEABLE_AUTOMATED_EXTRACTION
DOM-CONT-ROB,P001,10.1109/tac.2021.3097706,COUNTEREXAMPLE,Robustness_presence,False,D:\ieee my skills\IEEE_TRANS_CORPUS\papers\TAC\Coulson_2021_TAC_Distributionally-Robust-Chance-Constrained-Data-Enabled-Predictive-Con.pdf,NOT_DETECTED; manual confirmation recommended
DOM-CONT-ROB,P003,10.1109/tac.2026.3653296,COUNTEREXAMPLE,Robustness_presence,False,D:\ieee my skills\IEEE_TRANS_CORPUS\papers\TAC\Deplano_2026_TAC_Optimization-and-Learning-in-Open-Multiagent-Systems.pdf,NOT_DETECTED; manual confirmation recommended
DOM-CONT-ROB,P004,10.1109/tac.2023.3317728,COUNTEREXAMPLE,Robustness_presence,False,D:\ieee my skills\IEEE_TRANS_CORPUS\papers\TAC\Oliva_2023_TAC_A-Sum-of-States-Preservation-Framework-for-Open-Multiagent-Systems-Wit.pdf,NOT_DETECTED; manual confirmation recommended
DOM-CONT-REAL,P017,10.1109/tase.2024.3432405,SUPPORT,Physical_experiment_presence,True,D:\ieee my skills\IEEE_TRANS_CORPUS\papers\TASE\Wang_2025_TASE_Constrained-Reinforcement-Learning-Using-Distributional-Representation.pdf,TRACEABLE_AUTOMATED_EXTRACTION
DOM-CONT-REAL,P019,10.1109/tase.2026.3653413,SUPPORT,Physical_experiment_presence,True,D:\ieee my skills\IEEE_TRANS_CORPUS\papers\TASE\Chen_2026_TASE_A-Dynamic-Path-Planning-and-Tracking-Control-of-Autonomous-Vehicles-An.pdf,TRACEABLE_AUTOMATED_EXTRACTION
DOM-CONT-REAL,P023,10.1109/tcns.2026.3722606,SUPPORT,Physical_experiment_presence,True,D:\ieee my skills\IEEE_TRANS_CORPUS\papers\TCNS\Lin_2026_TCNS_Disentangled-Control-of-Multi-Agent-Systems.pdf,TRACEABLE_AUTOMATED_EXTRACTION
DOM-CONT-REAL,P027,10.1109/tcst.2025.3533378,SUPPORT,Physical_experiment_presence,True,D:\ieee my skills\IEEE_TRANS_CORPUS\papers\TCST\Zhou_2025_TCST_Robust-Predictive-Motion-Planning-by-Learning-Obstacle-Uncertainty.pdf,TRACEABLE_AUTOMATED_EXTRACTION
DOM-CONT-REAL,P001,10.1109/tac.2021.3097706,COUNTEREXAMPLE,Physical_experiment_presence,False,D:\ieee my skills\IEEE_TRANS_CORPUS\papers\TAC\Coulson_2021_TAC_Distributionally-Robust-Chance-Constrained-Data-Enabled-Predictive-Con.pdf,NOT_DETECTED; manual confirmation recommended
DOM-CONT-REAL,P002,10.1109/tac.2022.3144107,COUNTEREXAMPLE,Physical_experiment_presence,False,D:\ieee my skills\IEEE_TRANS_CORPUS\papers\TAC\Restrepo_2022_TAC_Robust-Consensus-of-High-Order-Systems-Under-Output-Constraints-Applic.pdf,NOT_DETECTED; manual confirmation recommended
DOM-CONT-REAL,P003,10.1109/tac.2026.3653296,COUNTEREXAMPLE,Physical_experiment_presence,False,D:\ieee my skills\IEEE_TRANS_CORPUS\papers\TAC\Deplano_2026_TAC_Optimization-and-Learning-in-Open-Multiagent-Systems.pdf,NOT_DETECTED; manual confirmation recommended
DOM-CONT-RUN,P008,10.1109/taes.2025.3624705,SUPPORT,Runtime_presence,True,D:\ieee my skills\IEEE_TRANS_CORPUS\papers\TAES\Ren_2026_TAES_Learning-Based-Model-Predictive-Control-for-Cooperative-Spacecraft-Swa.pdf,TRACEABLE_AUTOMATED_EXTRACTION
DOM-CONT-RUN,P009,10.1109/taes.2024.3485601,SUPPORT,Runtime_presence,True,D:\ieee my skills\IEEE_TRANS_CORPUS\papers\TAES\Sun_2025_TAES_Distributed-Event-Triggered-Model-Predictive-Control-for-Spacecraft-Sw.pdf,TRACEABLE_AUTOMATED_EXTRACTION
DOM-CONT-RUN,P019,10.1109/tase.2026.3653413,SUPPORT,Runtime_presence,True,D:\ieee my skills\IEEE_TRANS_CORPUS\papers\TASE\Chen_2026_TASE_A-Dynamic-Path-Planning-and-Tracking-Control-of-Autonomous-Vehicles-An.pdf,TRACEABLE_AUTOMATED_EXTRACTION
DOM-CONT-RUN,P027,10.1109/tcst.2025.3533378,SUPPORT,Runtime_presence,True,D:\ieee my skills\IEEE_TRANS_CORPUS\papers\TCST\Zhou_2025_TCST_Robust-Predictive-Motion-Planning-by-Learning-Obstacle-Uncertainty.pdf,TRACEABLE_AUTOMATED_EXTRACTION
DOM-CONT-RUN,P001,10.1109/tac.2021.3097706,COUNTEREXAMPLE,Runtime_presence,False,D:\ieee my skills\IEEE_TRANS_CORPUS\papers\TAC\Coulson_2021_TAC_Distributionally-Robust-Chance-Constrained-Data-Enabled-Predictive-Con.pdf,NOT_DETECTED; manual confirmation recommended
