Paper_ID,DOI,Role,Figure_number,PDF_page,Figure_types,Caption_excerpt,Caption_word_count,Source_status,Panel_count_estimated,Column_span,Text_density
P031,10.1109/tcst.2022.3216989,A,14,14,TRAJECTORY,Experimental test of the mt- MPC approach. Trajectory obtained,9,AUTOMATED_CAPTION_CANDIDATE; human visual confirmation required,1,UNKNOWN,UNKNOWN
P031,10.1109/tcst.2022.3216989,A,15,14,RUNTIME,Computational time requi red for Algorithm 1 and QP (27) during,11,AUTOMATED_CAPTION_CANDIDATE; human visual confirmation required,1,UNKNOWN,UNKNOWN
P032,10.1109/tcst.2026.3659194,A,1,4,SCENARIO,Simpliﬁed obstacle layout in Gazebo environment to explain the open,10,AUTOMATED_CAPTION_CANDIDATE; human visual confirmation required,1,UNKNOWN,UNKNOWN
P032,10.1109/tcst.2026.3659194,A,2,5,UNCLASSIFIED,Robot’s open space in the simpliﬁed obstacle layout.,8,AUTOMATED_CAPTION_CANDIDATE; human visual confirmation required,1,UNKNOWN,UNKNOWN
P032,10.1109/tcst.2026.3659194,A,3,5,UNCLASSIFIED,Robot’s reliably close-to-maximum convex open space.,6,AUTOMATED_CAPTION_CANDIDATE; human visual confirmation required,1,UNKNOWN,UNKNOWN
P032,10.1109/tcst.2026.3659194,A,4,6,UNCLASSIFIED,Temporal versus spatial separation.,4,AUTOMATED_CAPTION_CANDIDATE; human visual confirmation required,1,UNKNOWN,UNKNOWN
P032,10.1109/tcst.2026.3659194,A,5,8,SCENARIO,Post o ﬃce environment.,4,AUTOMATED_CAPTION_CANDIDATE; human visual confirmation required,1,UNKNOWN,UNKNOWN
P032,10.1109/tcst.2026.3659194,A,6,8,UNCLASSIFIED,Robots’ trajectories in automated package delivery example.,7,AUTOMATED_CAPTION_CANDIDATE; human visual confirmation required,1,UNKNOWN,UNKNOWN
P032,10.1109/tcst.2026.3659194,A,7,9,SCENARIO; TRAJECTORY,Similar environment of the “prioritized trajectory optimization”,7,AUTOMATED_CAPTION_CANDIDATE; human visual confirmation required,1,UNKNOWN,UNKNOWN
P032,10.1109/tcst.2026.3659194,A,8,10,QUANTITATIVE_RESULT,Robots’ trajectories generated in the comparison example.,7,AUTOMATED_CAPTION_CANDIDATE; human visual confirmation required,1,UNKNOWN,UNKNOWN
P033,10.1109/tcyb.2023.3246985,A,1,5,PROBLEM; SCENARIO,Problem scenario considered in this article.,6,AUTOMATED_CAPTION_CANDIDATE; human visual confirmation required,1,UNKNOWN,UNKNOWN
P033,10.1109/tcyb.2023.3246985,A,2,6,SYSTEM_OVERVIEW,System architecture.,2,AUTOMATED_CAPTION_CANDIDATE; human visual confirmation required,1,UNKNOWN,UNKNOWN
P033,10.1109/tcyb.2023.3246985,A,3,8,UNCLASSIFIED,DNN architectures.,2,AUTOMATED_CAPTION_CANDIDATE; human visual confirmation required,1,UNKNOWN,UNKNOWN
P033,10.1109/tcyb.2023.3246985,A,4,10,UNCLASSIFIED,Curves of the rewards for different policies in training. (Note: The,11,AUTOMATED_CAPTION_CANDIDATE; human visual confirmation required,1,UNKNOWN,UNKNOWN
P033,10.1109/tcyb.2023.3246985,A,5,12,SCENARIO; QUANTITATIVE_RESULT,"Test case results for different policies in the training environment. (a) Policy1. (b) Policy1-G. (c) Policy2. (d) Policy2-G, (e) Policy3. (f ) Policy3-G.",23,AUTOMATED_CAPTION_CANDIDATE; human visual confirmation required,5,UNKNOWN,UNKNOWN
P033,10.1109/tcyb.2023.3246985,A,6,14,QUANTITATIVE_RESULT; GENERALIZATION,Generalization tests results.,3,AUTOMATED_CAPTION_CANDIDATE; human visual confirmation required,1,UNKNOWN,UNKNOWN
P034,10.1109/tcyb.2021.3132587,A,1,1,UNCLASSIFIED,Synchronized ﬂight of bird ﬂocks and formation ﬂight of a group of,12,AUTOMATED_CAPTION_CANDIDATE; human visual confirmation required,1,UNKNOWN,UNKNOWN
P034,10.1109/tcyb.2021.3132587,A,2,3,METHOD_FRAMEWORK,Conceptual framework.,2,AUTOMATED_CAPTION_CANDIDATE; human visual confirmation required,1,UNKNOWN,UNKNOWN
P034,10.1109/tcyb.2021.3132587,A,3,6,UNCLASSIFIED,UA V swarm. The central UA V perceives its neighbors by detecting,12,AUTOMATED_CAPTION_CANDIDATE; human visual confirmation required,1,UNKNOWN,UNKNOWN
P034,10.1109/tcyb.2021.3132587,A,4,8,UNCLASSIFIED,UA V swarm with ﬁxed topology.,6,AUTOMATED_CAPTION_CANDIDATE; human visual confirmation required,1,UNKNOWN,UNKNOWN
P034,10.1109/tcyb.2021.3132587,A,5,8,UNCLASSIFIED,Formation process of the UA V swarm over ﬁxed topology.,10,AUTOMATED_CAPTION_CANDIDATE; human visual confirmation required,1,UNKNOWN,UNKNOWN
P034,10.1109/tcyb.2021.3132587,A,6,8,UNCLASSIFIED,Adjustment of velocities over ﬁxed topology. (a) X dimension.,9,AUTOMATED_CAPTION_CANDIDATE; human visual confirmation required,1,UNKNOWN,UNKNOWN
P034,10.1109/tcyb.2021.3132587,A,7,8,QUALITATIVE_RESULT,Snapshots of the UA V swarm’s topology at two randomly selected,11,AUTOMATED_CAPTION_CANDIDATE; human visual confirmation required,1,UNKNOWN,UNKNOWN
P034,10.1109/tcyb.2021.3132587,A,8,8,UNCLASSIFIED,"demonstrates the formation process of the UA V swarm,",9,AUTOMATED_CAPTION_CANDIDATE; human visual confirmation required,1,UNKNOWN,UNKNOWN
P034,10.1109/tcyb.2021.3132587,A,9,9,UNCLASSIFIED,Adjustment of velocities over switching topologies. (a) X dimension.,9,AUTOMATED_CAPTION_CANDIDATE; human visual confirmation required,1,UNKNOWN,UNKNOWN
P034,10.1109/tcyb.2021.3132587,A,10,9,UNCLASSIFIED,shows six frames of the collision avoidance pro-,8,AUTOMATED_CAPTION_CANDIDATE; human visual confirmation required,1,UNKNOWN,UNKNOWN
P034,10.1109/tcyb.2021.3132587,A,11,9,UNCLASSIFIED,Variation of the aggregation coefﬁcient during the simulation,8,AUTOMATED_CAPTION_CANDIDATE; human visual confirmation required,1,UNKNOWN,UNKNOWN
P035,10.1109/tcyb.2021.3070385,A,1,3,UNCLASSIFIED,Model of the WMR used in this article.,8,AUTOMATED_CAPTION_CANDIDATE; human visual confirmation required,1,UNKNOWN,UNKNOWN
P035,10.1109/tcyb.2021.3070385,A,2,4,UNCLASSIFIED,Basic description of the collision-free strategy proposed in this article.,10,AUTOMATED_CAPTION_CANDIDATE; human visual confirmation required,1,UNKNOWN,UNKNOWN
P035,10.1109/tcyb.2021.3070385,A,3,6,PROBLEM,Control block diagram of the developed controller (23) for solving optimization problem (17).,13,AUTOMATED_CAPTION_CANDIDATE; human visual confirmation required,1,UNKNOWN,UNKNOWN
P035,10.1109/tcyb.2021.3070385,A,4,6,UNCLASSIFIED,Block diagram for the conﬁguration of the controller.,8,AUTOMATED_CAPTION_CANDIDATE; human visual confirmation required,1,UNKNOWN,UNKNOWN
P035,10.1109/tcyb.2021.3070385,A,5,8,TRAJECTORY; QUANTITATIVE_RESULT,Collision avoidance and the desired trajectory tracking results between,9,AUTOMATED_CAPTION_CANDIDATE; human visual confirmation required,1,UNKNOWN,UNKNOWN
P035,10.1109/tcyb.2021.3070385,A,6,8,TRAJECTORY; QUANTITATIVE_RESULT,Collision avoidance and the desired trajectory tracking results,8,AUTOMATED_CAPTION_CANDIDATE; human visual confirmation required,1,UNKNOWN,UNKNOWN
P035,10.1109/tcyb.2021.3070385,A,7,9,SCENARIO,Collision avoidance based on different environments. (a) Collision avoidance between the MWMRs without the environmental obstacle. (b) MWMR,18,AUTOMATED_CAPTION_CANDIDATE; human visual confirmation required,2,UNKNOWN,UNKNOWN
P035,10.1109/tcyb.2021.3070385,A,8,10,QUANTITATIVE_RESULT,Experimental results corresponding to the single enveloping shape,8,AUTOMATED_CAPTION_CANDIDATE; human visual confirmation required,1,UNKNOWN,UNKNOWN
P035,10.1109/tcyb.2021.3070385,A,9,10,SCENARIO,Obstacle avoidance in a complicated environment. The obstacle was,9,AUTOMATED_CAPTION_CANDIDATE; human visual confirmation required,1,UNKNOWN,UNKNOWN
P035,10.1109/tcyb.2021.3070385,A,10,11,QUALITATIVE_RESULT; QUANTITATIVE_RESULT,"Snapshot of six WMRs’ collision-avoidance results at different times, where the safe distance is set as 0 .5 m. (a) Tracking result at t = 30 s.",27,AUTOMATED_CAPTION_CANDIDATE; human visual confirmation required,1,UNKNOWN,UNKNOWN
P035,10.1109/tcyb.2021.3070385,A,11,11,UNCLASSIFIED,"Distance proﬁles corresponding to Fig. 10, which shows that dis-",10,AUTOMATED_CAPTION_CANDIDATE; human visual confirmation required,1,UNKNOWN,UNKNOWN
P035,10.1109/tcyb.2021.3070385,A,12,11,PROBLEM; SCENARIO,Experimental scenario and conﬁguration.,4,AUTOMATED_CAPTION_CANDIDATE; human visual confirmation required,1,UNKNOWN,UNKNOWN
P035,10.1109/tcyb.2021.3070385,A,13,12,SCENARIO; TRAJECTORY; QUALITATIVE_RESULT,Environmental obstacles collision-avoidance illustration: snapshot of single WMR collision-avoidance for a U-shaped path where two stat ic obstacles,18,AUTOMATED_CAPTION_CANDIDATE; human visual confirmation required,1,UNKNOWN,UNKNOWN
P035,10.1109/tcyb.2021.3070385,A,14,12,QUALITATIVE_RESULT,Dynamic obstacles collision-avoidance illustration: snapshot of two,7,AUTOMATED_CAPTION_CANDIDATE; human visual confirmation required,1,UNKNOWN,UNKNOWN
P035,10.1109/tcyb.2021.3070385,A,15,13,QUALITATIVE_RESULT,Multiple robots’ collision-avoidance illustration: snapshot of three,7,AUTOMATED_CAPTION_CANDIDATE; human visual confirmation required,1,UNKNOWN,UNKNOWN
P036,10.1109/tcyb.2021.3057219,A,1,5,UNCLASSIFIED,Triangle formation.,2,AUTOMATED_CAPTION_CANDIDATE; human visual confirmation required,1,UNKNOWN,UNKNOWN
P036,10.1109/tcyb.2021.3057219,A,2,6,UNCLASSIFIED,"Illustration of the local minima, where ˙xio =˙xif .",9,AUTOMATED_CAPTION_CANDIDATE; human visual confirmation required,1,UNKNOWN,UNKNOWN
P036,10.1109/tcyb.2021.3057219,A,3,8,UNCLASSIFIED,Function k1i(t) in (35) with ζji0 = 0a n d ζji = 1.,13,AUTOMATED_CAPTION_CANDIDATE; human visual confirmation required,1,UNKNOWN,UNKNOWN
P036,10.1109/tcyb.2021.3057219,A,4,9,UNCLASSIFIED,Function k1i(t)i n( 3 5 )w i t hζ1i0 = 0a n d ζ2i0 = ζji = 1.,18,AUTOMATED_CAPTION_CANDIDATE; human visual confirmation required,1,UNKNOWN,UNKNOWN
P036,10.1109/tcyb.2021.3057219,A,5,9,UNCLASSIFIED,Autonomous agents network.,3,AUTOMATED_CAPTION_CANDIDATE; human visual confirmation required,1,UNKNOWN,UNKNOWN
P036,10.1109/tcyb.2021.3057219,A,6,9,PROBLEM; SCENARIO,Responses of the distances between agents and leader in Scenario A.,11,AUTOMATED_CAPTION_CANDIDATE; human visual confirmation required,1,UNKNOWN,UNKNOWN
P036,10.1109/tcyb.2021.3057219,A,7,9,PROBLEM; SCENARIO,Responses of the six agents’ tracking errors in Scenario A.,10,AUTOMATED_CAPTION_CANDIDATE; human visual confirmation required,1,UNKNOWN,UNKNOWN
P036,10.1109/tcyb.2021.3057219,A,8,10,UNCLASSIFIED,Responses of the distances between agents and obstacles in,9,AUTOMATED_CAPTION_CANDIDATE; human visual confirmation required,1,UNKNOWN,UNKNOWN
P036,10.1109/tcyb.2021.3057219,A,9,10,SCENARIO,Trajectories of the six agents in the environment with four obstacles,11,AUTOMATED_CAPTION_CANDIDATE; human visual confirmation required,1,UNKNOWN,UNKNOWN
P036,10.1109/tcyb.2021.3057219,A,10,10,PROBLEM; SCENARIO,Responses of the distances between agents and leader in Scenario B.,11,AUTOMATED_CAPTION_CANDIDATE; human visual confirmation required,1,UNKNOWN,UNKNOWN
P036,10.1109/tcyb.2021.3057219,A,11,10,PROBLEM; SCENARIO,Responses of the six agents’ tracking errors in Scenario B.,10,AUTOMATED_CAPTION_CANDIDATE; human visual confirmation required,1,UNKNOWN,UNKNOWN
P036,10.1109/tcyb.2021.3057219,A,12,10,UNCLASSIFIED,Responses of the distances between agents and obstacles in,9,AUTOMATED_CAPTION_CANDIDATE; human visual confirmation required,1,UNKNOWN,UNKNOWN
P036,10.1109/tcyb.2021.3057219,A,13,11,SCENARIO,Trajectories of the six agents in the environment with four obstacles,11,AUTOMATED_CAPTION_CANDIDATE; human visual confirmation required,1,UNKNOWN,UNKNOWN
P037,10.1109/tcyb.2023.3263380,A,1,2,METHOD_FRAMEWORK,Proposed hierarchical framework.,3,AUTOMATED_CAPTION_CANDIDATE; human visual confirmation required,1,UNKNOWN,UNKNOWN
P037,10.1109/tcyb.2023.3263380,A,2,4,UNCLASSIFIED,Example: A pick-and-place action.,4,AUTOMATED_CAPTION_CANDIDATE; human visual confirmation required,1,UNKNOWN,UNKNOWN
P037,10.1109/tcyb.2023.3263380,A,3,8,UNCLASSIFIED,"Case study: A 7-degree-of-freedom robot and a human worker collaborate to assemble a mosaic. Four mosaics are considered, with the number of",22,AUTOMATED_CAPTION_CANDIDATE; human visual confirmation required,1,UNKNOWN,UNKNOWN
P037,10.1109/tcyb.2023.3263380,A,4,8,QUANTITATIVE_RESULT,Results of Experiment 1a. The proposed method ( proposed) is compared with [ 32]( baseline). The proposed method reduces the execution time (left,23,AUTOMATED_CAPTION_CANDIDATE; human visual confirmation required,1,UNKNOWN,UNKNOWN
P037,10.1109/tcyb.2023.3263380,A,5,10,QUANTITATIVE_RESULT,Results of Experiment 2. Comparison of the proposed multigoal action planner and a precomputed motion planner and a single-goal planner. The,21,AUTOMATED_CAPTION_CANDIDATE; human visual confirmation required,1,UNKNOWN,UNKNOWN
P037,10.1109/tcyb.2023.3263380,A,6,10,QUANTITATIVE_RESULT,Results of Experiment 3. The proposed method ( optimized) is compared with a feasibility-oriented approach ( feasible): optimized reduces the process,21,AUTOMATED_CAPTION_CANDIDATE; human visual confirmation required,1,UNKNOWN,UNKNOWN
P038,10.1109/tevc.2025.3535954,A,1,5,UNCLASSIFIED,Decision space and objective space in MMOP.,7,AUTOMATED_CAPTION_CANDIDATE; human visual confirmation required,1,UNKNOWN,UNKNOWN
P038,10.1109/tevc.2025.3535954,A,2,5,UNCLASSIFIED,Two equivalent schemes of point “P.” (a) Scheme for “A.” (b) Scheme,12,AUTOMATED_CAPTION_CANDIDATE; human visual confirmation required,2,UNKNOWN,UNKNOWN
P038,10.1109/tevc.2025.3535954,A,3,6,METHOD_FRAMEWORK,Framework of MMOEA-DL.,3,AUTOMATED_CAPTION_CANDIDATE; human visual confirmation required,1,UNKNOWN,UNKNOWN
P038,10.1109/tevc.2025.3535954,A,4,6,UNCLASSIFIED,Schematic representation of the destroy and repair operators.,8,AUTOMATED_CAPTION_CANDIDATE; human visual confirmation required,1,UNKNOWN,UNKNOWN
P038,10.1109/tevc.2025.3535954,A,5,9,UNCLASSIFIED,that the approximate PFs obtained by the MMOEA-DL,8,AUTOMATED_CAPTION_CANDIDATE; human visual confirmation required,1,UNKNOWN,UNKNOWN
P038,10.1109/tevc.2025.3535954,A,6,12,UNCLASSIFIED,Average success rates of LNS on all instances.,8,AUTOMATED_CAPTION_CANDIDATE; human visual confirmation required,1,UNKNOWN,UNKNOWN
P038,10.1109/tevc.2025.3535954,A,7,12,UNCLASSIFIED,Effectiveness of the LNS on instance 2. (a) Scheme obtained by the MMOEA-DL without using the LNS. (b) Scheme obtained by the MMOEA-DL.,23,AUTOMATED_CAPTION_CANDIDATE; human visual confirmation required,2,UNKNOWN,UNKNOWN
P038,10.1109/tevc.2025.3535954,A,8,13,UNCLASSIFIED,Equivalence solutions on MRTA instance 1. (a) PF approximation obtained on the MRTA instance 1. (b) Solution corresponding to point “A.”,21,AUTOMATED_CAPTION_CANDIDATE; human visual confirmation required,2,UNKNOWN,UNKNOWN
P039,10.1109/tevc.2025.3573828,A,1,3,UNCLASSIFIED,Taking a VSR with (5 × 5) grid size as an example. The red panel,15,AUTOMATED_CAPTION_CANDIDATE; human visual confirmation required,1,UNKNOWN,UNKNOWN
P039,10.1109/tevc.2025.3573828,A,2,3,METHOD_FRAMEWORK,"illustrates the framework of CTKTEA, which mainly",7,AUTOMATED_CAPTION_CANDIDATE; human visual confirmation required,1,UNKNOWN,UNKNOWN
P039,10.1109/tevc.2025.3573828,A,3,4,UNCLASSIFIED,"Structure of TransformNet. TransformNet is queried for state information ekt at the time step t, and it outputs an action akt for that time step.",25,AUTOMATED_CAPTION_CANDIDATE; human visual confirmation required,1,UNKNOWN,UNKNOWN
P039,10.1109/tevc.2025.3573828,A,4,10,UNCLASSIFIED,"Boxplots of maximal rewards obtained by GA, BO, AIEA and",10,AUTOMATED_CAPTION_CANDIDATE; human visual confirmation required,1,UNKNOWN,UNKNOWN
P039,10.1109/tevc.2025.3573828,A,5,11,QUANTITATIVE_RESULT,Comparison of behaviors of the best robots. We illustrate the behaviors,11,AUTOMATED_CAPTION_CANDIDATE; human visual confirmation required,1,UNKNOWN,UNKNOWN
P040,10.1109/tevc.2025.3534026,A,1,3,SCENARIO; TRAJECTORY,Example of the environment and path representation. The path is,10,AUTOMATED_CAPTION_CANDIDATE; human visual confirmation required,1,UNKNOWN,UNKNOWN
P040,10.1109/tevc.2025.3534026,A,2,3,TRAJECTORY,Sample of a chromosome where a path is represented by nodes falling,12,AUTOMATED_CAPTION_CANDIDATE; human visual confirmation required,1,UNKNOWN,UNKNOWN
P040,10.1109/tevc.2025.3534026,A,3,3,UNCLASSIFIED,"explains the deﬁnition of αj. As shown in Fig. 3(a), α1",11,AUTOMATED_CAPTION_CANDIDATE; human visual confirmation required,1,UNKNOWN,UNKNOWN
P040,10.1109/tevc.2025.3534026,A,4,5,TRAJECTORY,Proposed knowledge-based genetic operators of robot path planning.,8,AUTOMATED_CAPTION_CANDIDATE; human visual confirmation required,1,UNKNOWN,UNKNOWN
P040,10.1109/tevc.2025.3534026,A,5,6,TRAJECTORY,Outline of the knowledge-based GA for path planning of a mobile,11,AUTOMATED_CAPTION_CANDIDATE; human visual confirmation required,1,UNKNOWN,UNKNOWN
P040,10.1109/tevc.2025.3534026,A,6,7,SCENARIO; TRAJECTORY,One typical run of robot path planning in an unstructured environment.,11,AUTOMATED_CAPTION_CANDIDATE; human visual confirmation required,1,UNKNOWN,UNKNOWN
P040,10.1109/tevc.2025.3534026,A,7,7,UNCLASSIFIED,provides an illustrative example of the proposed,7,AUTOMATED_CAPTION_CANDIDATE; human visual confirmation required,1,UNKNOWN,UNKNOWN
P040,10.1109/tevc.2025.3534026,A,8,7,SCENARIO; TRAJECTORY,Path planning in an environment with double U-shaped obstacles.,9,AUTOMATED_CAPTION_CANDIDATE; human visual confirmation required,1,UNKNOWN,UNKNOWN
P040,10.1109/tevc.2025.3534026,A,9,8,SCENARIO; TRAJECTORY,Path planning in a zig-zag environment. (a) Optimal paths from,10,AUTOMATED_CAPTION_CANDIDATE; human visual confirmation required,1,UNKNOWN,UNKNOWN
P040,10.1109/tevc.2025.3534026,A,10,8,SCENARIO; TRAJECTORY,Path planning in a dynamic environment with a moving obstacle.,10,AUTOMATED_CAPTION_CANDIDATE; human visual confirmation required,1,UNKNOWN,UNKNOWN
P040,10.1109/tevc.2025.3534026,A,11,9,TRAJECTORY,Path planning in the same situation as Fig. 10 except (a) with a,13,AUTOMATED_CAPTION_CANDIDATE; human visual confirmation required,1,UNKNOWN,UNKNOWN
P040,10.1109/tevc.2025.3534026,A,12,9,SCENARIO; TRAJECTORY,Path planning in a dynamic environment with unknown obstacles.,9,AUTOMATED_CAPTION_CANDIDATE; human visual confirmation required,1,UNKNOWN,UNKNOWN
P040,10.1109/tevc.2025.3534026,A,13,10,REAL_WORLD,Mobile robot test in real-world experiments.,6,AUTOMATED_CAPTION_CANDIDATE; human visual confirmation required,1,UNKNOWN,UNKNOWN
P040,10.1109/tevc.2025.3534026,A,14,11,SCENARIO; QUALITATIVE_RESULT; REAL_WORLD,Snapshots of real-world experiments. (a) Maze-like environment. (b) Zig-zag environment. (c) U-shaped environment. (d) Clustered enviro nment.,17,AUTOMATED_CAPTION_CANDIDATE; human visual confirmation required,4,UNKNOWN,UNKNOWN
P040,10.1109/tevc.2025.3534026,A,15,11,QUANTITATIVE_RESULT,Typical result is based on a simple version of the GA with only,13,AUTOMATED_CAPTION_CANDIDATE; human visual confirmation required,1,UNKNOWN,UNKNOWN
P040,10.1109/tevc.2025.3534026,A,16,11,UNCLASSIFIED,shows one typical run of this simulation. A feasible,9,AUTOMATED_CAPTION_CANDIDATE; human visual confirmation required,1,UNKNOWN,UNKNOWN
P040,10.1109/tevc.2025.3534026,A,17,12,TRAJECTORY,Example of the generated path. (a) Proposed grid representation.,9,AUTOMATED_CAPTION_CANDIDATE; human visual confirmation required,1,UNKNOWN,UNKNOWN
P040,10.1109/tevc.2025.3534026,A,18,13,SCENARIO; TRAJECTORY,Path planning in a clustered environment at four different runs.,10,AUTOMATED_CAPTION_CANDIDATE; human visual confirmation required,1,UNKNOWN,UNKNOWN
P040,10.1109/tevc.2025.3534026,A,19,13,SCENARIO; TRAJECTORY,Path planning in environments with different numbers of obstacles.,9,AUTOMATED_CAPTION_CANDIDATE; human visual confirmation required,1,UNKNOWN,UNKNOWN
P041,10.1109/tfuzz.2025.3585934,A,1,2,UNCLASSIFIED,Overview of catheter and guidewire intraoperative navigation in,8,AUTOMATED_CAPTION_CANDIDATE; human visual confirmation required,1,UNKNOWN,UNKNOWN
P041,10.1109/tfuzz.2025.3585934,A,2,3,PROBLEM; METHOD_FRAMEWORK; SCENARIO; REAL_WORLD,"Framework for robot-assisted endovascular intervention: Real-world, virtual, and pipeline perspectives. (a) Real-world operating room scenario, where",16,AUTOMATED_CAPTION_CANDIDATE; human visual confirmation required,1,UNKNOWN,UNKNOWN
P041,10.1109/tfuzz.2025.3585934,A,3,5,METHOD_FRAMEWORK,Schematic overview of the proposed LLM-guided FRL framework for robotic-assisted endovascular navigation. (a) Clinical context and concep tual,18,AUTOMATED_CAPTION_CANDIDATE; human visual confirmation required,1,UNKNOWN,UNKNOWN
P041,10.1109/tfuzz.2025.3585934,A,4,7,SCENARIO,"Experimental analysis of autonomous multi-instrument navigation in simulated vascular environments. (a) Task conﬁguration, showing navi gation",16,AUTOMATED_CAPTION_CANDIDATE; human visual confirmation required,1,UNKNOWN,UNKNOWN
P041,10.1109/tfuzz.2025.3585934,A,5,9,UNCLASSIFIED,presents the success rate trajectories over training,7,AUTOMATED_CAPTION_CANDIDATE; human visual confirmation required,1,UNKNOWN,UNKNOWN
P042,10.1109/tfuzz.2024.3450892,A,1,3,UNCLASSIFIED,Structure of adaptive fuzzy inference module. Each element represents,9,AUTOMATED_CAPTION_CANDIDATE; human visual confirmation required,1,UNKNOWN,UNKNOWN
P042,10.1109/tfuzz.2024.3450892,A,2,5,UNCLASSIFIED,Structure of parallel feature fusion module. The shade of color is related to certainty.,14,AUTOMATED_CAPTION_CANDIDATE; human visual confirmation required,1,UNKNOWN,UNKNOWN
P042,10.1109/tfuzz.2024.3450892,A,3,7,UNCLASSIFIED,"Structure of cooperative control. All agent operations occur in parallel, with the assigned numbers indicating the sequential order of opera tions. State 1",23,AUTOMATED_CAPTION_CANDIDATE; human visual confirmation required,1,UNKNOWN,UNKNOWN
P042,10.1109/tfuzz.2024.3450892,A,4,11,UNCLASSIFIED,"To summarize, our method demonstrates optimal perfor-",7,AUTOMATED_CAPTION_CANDIDATE; human visual confirmation required,1,UNKNOWN,UNKNOWN
P042,10.1109/tfuzz.2024.3450892,A,5,12,QUANTITATIVE_RESULT,Performance on CA V penetration rate variation. (a) Fuel Consumption.,10,AUTOMATED_CAPTION_CANDIDATE; human visual confirmation required,1,UNKNOWN,UNKNOWN
P042,10.1109/tfuzz.2024.3450892,A,6,13,UNCLASSIFIED,Impacts of various weight assignments in the parallel feature fusion,10,AUTOMATED_CAPTION_CANDIDATE; human visual confirmation required,1,UNKNOWN,UNKNOWN
P042,10.1109/tfuzz.2024.3450892,A,7,13,ROBUSTNESS,"clearly shows that, regardless of whether Gaussian noise",8,AUTOMATED_CAPTION_CANDIDATE; human visual confirmation required,1,UNKNOWN,UNKNOWN
P042,10.1109/tfuzz.2024.3450892,A,8,14,UNCLASSIFIED,Impacts of various modules in our proposed method across different,10,AUTOMATED_CAPTION_CANDIDATE; human visual confirmation required,1,UNKNOWN,UNKNOWN
P043,10.1109/tfuzz.2025.3642241,A,1,2,METHOD_FRAMEWORK,Research framework of this article.,5,AUTOMATED_CAPTION_CANDIDATE; human visual confirmation required,1,UNKNOWN,UNKNOWN
P043,10.1109/tfuzz.2025.3642241,A,2,4,UNCLASSIFIED,Conﬁguration of fuzzy system.,4,AUTOMATED_CAPTION_CANDIDATE; human visual confirmation required,1,UNKNOWN,UNKNOWN
P043,10.1109/tfuzz.2025.3642241,A,3,6,TRAJECTORY,3-D view of MRS executing the trajectory tracking task.,9,AUTOMATED_CAPTION_CANDIDATE; human visual confirmation required,1,UNKNOWN,UNKNOWN
P043,10.1109/tfuzz.2025.3642241,A,4,7,QUANTITATIVE_RESULT,Simulation results of the MRS tracking double-loop curve driven by the proposed LADND solver (15). (a) Proﬁles of actual trajectories. (b) Proﬁles of,23,AUTOMATED_CAPTION_CANDIDATE; human visual confirmation required,2,UNKNOWN,UNKNOWN
P043,10.1109/tfuzz.2025.3642241,A,5,7,QUANTITATIVE_RESULT,Experimental results on Kinova Gen3 lite robots tracking a double-loop curve driven by the proposed LADND solver (15). The video is available at,23,AUTOMATED_CAPTION_CANDIDATE; human visual confirmation required,1,UNKNOWN,UNKNOWN
P044,10.1109/tfuzz.2021.3067724,A,1,4,UNCLASSIFIED,Illustrations of the modeling procedure of fuzzy uncertainty. (a) Tire,10,AUTOMATED_CAPTION_CANDIDATE; human visual confirmation required,1,UNKNOWN,UNKNOWN
P044,10.1109/tfuzz.2021.3067724,A,2,7,UNCLASSIFIED,Block diagram of control procedure and signals.,7,AUTOMATED_CAPTION_CANDIDATE; human visual confirmation required,1,UNKNOWN,UNKNOWN
P044,10.1109/tfuzz.2021.3067724,A,3,8,UNCLASSIFIED,Control design and optimization procedure.,5,AUTOMATED_CAPTION_CANDIDATE; human visual confirmation required,1,UNKNOWN,UNKNOWN
P044,10.1109/tfuzz.2021.3067724,A,4,9,ROBUSTNESS,Speed of unknown crosswind disturbance imposed to the vehicle.,9,AUTOMATED_CAPTION_CANDIDATE; human visual confirmation required,1,UNKNOWN,UNKNOWN
P044,10.1109/tfuzz.2021.3067724,A,5,9,UNCLASSIFIED,Time-varying longitudinal speed of the vehicle.,6,AUTOMATED_CAPTION_CANDIDATE; human visual confirmation required,1,UNKNOWN,UNKNOWN
P044,10.1109/tfuzz.2021.3067724,A,6,9,UNCLASSIFIED,The CarSim software provides a high ﬁdelity nonlin-,8,AUTOMATED_CAPTION_CANDIDATE; human visual confirmation required,1,UNKNOWN,UNKNOWN
P044,10.1109/tfuzz.2021.3067724,A,7,10,QUANTITATIVE_RESULT,Simulation results of the vehicle global position.,7,AUTOMATED_CAPTION_CANDIDATE; human visual confirmation required,1,UNKNOWN,UNKNOWN
P044,10.1109/tfuzz.2021.3067724,A,8,10,QUANTITATIVE_RESULT,Simulation results of the lateral offset.,6,AUTOMATED_CAPTION_CANDIDATE; human visual confirmation required,1,UNKNOWN,UNKNOWN
P044,10.1109/tfuzz.2021.3067724,A,9,10,QUANTITATIVE_RESULT,Simulation results of the orientation error.,6,AUTOMATED_CAPTION_CANDIDATE; human visual confirmation required,1,UNKNOWN,UNKNOWN
