Paper_ID,DOI,Title,Journal,Year,Corpus_role,Layer,Primary_research_type,Secondary_research_types,Local_PDF_path,Extraction_status,Extracted_characters
P065,10.1109/tits.2023.3266195,Hierarchical Motion Planning and Tracking for Autonomous Vehicles Using Global Heuristic Based Potential Field and Reinforcement Learning Based Predictive Control,TITS,2023,A,EXTENDED,Autonomous vehicle paper,RL / MARL method paper; Navigation / planning paper; Learning-based control paper; Robotics system paper,D:\ieee my skills\IEEE_TRANS_CORPUS\papers\TITS\Du_2023_TITS_Hierarchical-Motion-Planning-and-Tracking-for-Autonomous-Vehicles-Usin.pdf,COMPLETE,94529
P066,10.1109/tiv.2025.3598768,Securing End-to-End Reinforcement Learning-Driven Autonomous Driving: A Control Command Utility-Based Intrusion Response System,TIV,2025,A,CORE,Autonomous vehicle paper,RL / MARL method paper; Hybrid method-system paper,D:\ieee my skills\IEEE_TRANS_CORPUS\papers\TIV\Zhang_2025_TIV_Securing-End-to-End-Reinforcement-Learning-Driven-Autonomous-Driving-A.pdf,COMPLETE,65157
P067,10.1109/tiv.2024.3373512,Enhancing System-Level Safety in Mixed-Autonomy Platoon via Safe Reinforcement Learning,TIV,2024,A,CORE,Autonomous vehicle paper,RL / MARL method paper; Learning-based control paper; Control theory paper; Engineering control paper; Hybrid method-system paper,D:\ieee my skills\IEEE_TRANS_CORPUS\papers\TIV\Zhou_2024_TIV_Enhancing-System-Level-Safety-in-Mixed-Autonomy-Platoon-via-Safe-Reinf.pdf,COMPLETE,63222
P068,10.1109/tiv.2022.3214777,Mixed-Integer and Conditional Trajectory Planning for an Autonomous Mining Truck in Loading/Dumping Scenarios: A Global Optimization Approach,TIV,2022,A,CORE,Navigation / planning paper,Trajectory optimization paper; Robotics system paper; Hybrid method-system paper,D:\ieee my skills\IEEE_TRANS_CORPUS\papers\TIV\Li_2022_TIV_Mixed-Integer-and-Conditional-Trajectory-Planning-for-an-Autonomous-Mi.pdf,COMPLETE,54062
P069,10.1109/tiv.2023.3314709,Interaction-Aware Motion Planning for Autonomous Vehicles With Multi-Modal Obstacle Uncertainty Predictions,TIV,2023,A,CORE,Autonomous vehicle paper,RL / MARL method paper; Navigation / planning paper; Trajectory optimization paper; Engineering control paper; Robotics system paper,D:\ieee my skills\IEEE_TRANS_CORPUS\papers\TIV\Zhou_2023_TIV_Interaction-Aware-Motion-Planning-for-Autonomous-Vehicles-With-Multi-M.pdf,COMPLETE,82252
P070,10.1109/tiv.2022.3185159,Uncertainty-Aware Model-Based Reinforcement Learning: Methodology and Application in Autonomous Driving,TIV,2022,A,CORE,Autonomous vehicle paper,RL / MARL method paper; Navigation / planning paper; Robotics system paper,D:\ieee my skills\IEEE_TRANS_CORPUS\papers\TIV\Wu_2022_TIV_Uncertainty-Aware-Model-Based-Reinforcement-Learning-Methodology-and-A.pdf,COMPLETE,51591
P071,10.1109/tmech.2026.3658866,Robot Learning System Based on Target Localization and Human Demonstration for Medical Examination,TMECH,2026,A,CORE,Navigation / planning paper,Robotics system paper; Hybrid method-system paper,D:\ieee my skills\IEEE_TRANS_CORPUS\papers\TMECH\Si_2026_TMECH_Robot-Learning-System-Based-on-Target-Localization-and-Human-Demonstra.pdf,COMPLETE,53274
P072,10.1109/tmech.2023.3235906,Robust TS-ANFIS MPC of an Autonomous Racing Electrical Vehicle Considering the Battery State of Charge,TMECH,2023,A,CORE,Navigation / planning paper,Control theory paper; Engineering control paper; Robotics system paper; Hybrid method-system paper,D:\ieee my skills\IEEE_TRANS_CORPUS\papers\TMECH\Samada_2023_TMECH_Robust-TS-ANFIS-MPC-of-an-Autonomous-Racing-Electrical-Vehicle-Conside.pdf,COMPLETE,54476
P073,10.1109/tmech.2022.3142756,Coverage Path Planning for Robotic Quality Inspection With Control on Measurement Uncertainty,TMECH,2022,A,CORE,Navigation / planning paper,Robotics system paper; Hybrid method-system paper,D:\ieee my skills\IEEE_TRANS_CORPUS\papers\TMECH\Liu_2022_TMECH_Coverage-Path-Planning-for-Robotic-Quality-Inspection-With-Control-on-.pdf,COMPLETE,57751
P074,10.1109/tmech.2025.3592930,Collaborative Task Planning for PCB-Driven Magnetic Microrobots Using Deep Reinforcement Learning,TMECH,2025,A,CORE,RL / MARL method paper,Navigation / planning paper; Engineering control paper; Robotics system paper; Hybrid method-system paper,D:\ieee my skills\IEEE_TRANS_CORPUS\papers\TMECH\Fan_2025_TMECH_Collaborative-Task-Planning-for-PCB-Driven-Magnetic-Microrobots-Using-.pdf,COMPLETE,49036
P075,10.1109/tmech.2025.3570573,Just-in-Time Informed Trees: Manipulability-Aware Asymptotically Optimized Motion Planning,TMECH,2025,A,CORE,RL / MARL method paper,Navigation / planning paper; Robotics system paper,D:\ieee my skills\IEEE_TRANS_CORPUS\papers\TMECH\Cai_2025_TMECH_Just-in-Time-Informed-Trees-Manipulability-Aware-Asymptotically-Optimi.pdf,COMPLETE,62863
P076,10.1109/tmech.2021.3090838,Verticalized-Tip Trajectory Tracking of a 3D-Printable Soft Continuum Robot: Enabling Surgical Blood Suction Automation,TMECH,2021,A,CORE,RL / MARL method paper,Navigation / planning paper; Engineering control paper; Robotics system paper; Hybrid method-system paper,D:\ieee my skills\IEEE_TRANS_CORPUS\papers\TMECH\Lai_2021_TMECH_Verticalized-Tip-Trajectory-Tracking-of-a-3D-Printable-Soft-Continuum-.pdf,COMPLETE,60623
P077,10.1109/tnnls.2021.3056046,Certifiable Robustness to Adversarial State Uncertainty in Deep Reinforcement Learning,TNNLS,2021,A,CORE,Autonomous vehicle paper,RL / MARL method paper; Navigation / planning paper; Learning-based control paper; Robotics system paper; Hybrid method-system paper,D:\ieee my skills\IEEE_TRANS_CORPUS\papers\TNNLS\Everett_2021_TNNLS_Certifiable-Robustness-to-Adversarial-State-Uncertainty-in-Deep-Reinfo.pdf,COMPLETE,87557
P078,10.1109/tnnls.2023.3247160,Representation Learning and Reinforcement Learning for Dynamic Complex Motion Planning System,TNNLS,2023,A,CORE,RL / MARL method paper,Multi-agent decision paper; Navigation / planning paper; Robotics system paper; Hybrid method-system paper,D:\ieee my skills\IEEE_TRANS_CORPUS\papers\TNNLS\Zhou_2023_TNNLS_Representation-Learning-and-Reinforcement-Learning-for-Dynamic-Complex.pdf,COMPLETE,69144
P079,10.1109/tnnls.2022.3191021,Distributed Neural Networks Training for Robotic Manipulation With Consensus Algorithm,TNNLS,2022,A,CORE,RL / MARL method paper,Multi-agent decision paper; Navigation / planning paper; Learning-based control paper; Control theory paper; Robotics system paper; Hybrid method-system paper,D:\ieee my skills\IEEE_TRANS_CORPUS\papers\TNNLS\Liu_2022_TNNLS_Distributed-Neural-Networks-Training-for-Robotic-Manipulation-With-Con.pdf,COMPLETE,69975
P080,10.1109/tnnls.2024.3350679,Security and Safety-Critical Learning-Based Collaborative Control for Multiagent Systems,TNNLS,2024,A,CORE,Autonomous vehicle paper,RL / MARL method paper; Multi-agent decision paper; Learning-based control paper; Control theory paper; Engineering control paper; Hybrid method-system paper,D:\ieee my skills\IEEE_TRANS_CORPUS\papers\TNNLS\Yan_2024_TNNLS_Security-and-Safety-Critical-Learning-Based-Collaborative-Control-for-.pdf,COMPLETE,59896
P081,10.1109/tnnls.2026.3685832,Human–Machine Co-Adaptation for Robot-Assisted Rehabilitation via Dual-Agent Multiple Model Reinforcement Learning (DAMMRL),TNNLS,2026,A,CORE,RL / MARL method paper,Navigation / planning paper; Robotics system paper; Hybrid method-system paper,D:\ieee my skills\IEEE_TRANS_CORPUS\papers\TNNLS\An_2026_TNNLS_Human-Machine-Co-Adaptation-for-Robot-Assisted-Rehabilitation-via-Dual.pdf,COMPLETE,67228
P082,10.1109/tro.2025.3530348,GCBF+: A Neural Graph Control Barrier Function Framework for Distributed Safe Multiagent Control,TRO,2025,A,CORE,UAV autonomy paper,RL / MARL method paper; Multi-agent decision paper; Navigation / planning paper; Learning-based control paper; Control theory paper; Engineering control paper; Robotics system paper; Hybrid method-system paper,D:\ieee my skills\IEEE_TRANS_CORPUS\papers\TRO\Zhang_2025_TRO_GCBF-A-Neural-Graph-Control-Barrier-Function-Framework-for-Distributed.pdf,COMPLETE,108804
P083,10.1109/tro.2021.3137751,"Kimera-Multi: Robust, Distributed, Dense Metric-Semantic SLAM for Multi-Robot Systems",TRO,2022,A,CORE,RL / MARL method paper,Multi-agent decision paper; Navigation / planning paper; Robotics system paper; Hybrid method-system paper,D:\ieee my skills\IEEE_TRANS_CORPUS\papers\TRO\Tian_2022_TRO_Kimera-Multi-Robust-Distributed-Dense-Metric-Semantic-SLAM-for-Multi-R.pdf,COMPLETE,92989
P084,10.1109/tro.2026.3651669,DexRepNet++: Learning Dexterous Robotic Manipulation With Geometric and Spatial Hand-Object Representations,TRO,2026,A,CORE,RL / MARL method paper,Navigation / planning paper; Robotics system paper; Hybrid method-system paper,D:\ieee my skills\IEEE_TRANS_CORPUS\papers\TRO\Liu_2026_TRO_DexRepNet-Learning-Dexterous-Robotic-Manipulation-With-Geometric-and-S.pdf,COMPLETE,111720
P085,10.1109/tro.2022.3232300,Maximum-Entropy Multi-Agent Dynamic Games: Forward and Inverse Solutions,TRO,2023,A,CORE,RL / MARL method paper,Multi-agent decision paper; Navigation / planning paper; Robotics system paper,D:\ieee my skills\IEEE_TRANS_CORPUS\papers\TRO\Mehr_2023_TRO_Maximum-Entropy-Multi-Agent-Dynamic-Games-Forward-and-Inverse-Solution.pdf,COMPLETE,81124
P086,10.1109/tro.2023.3275875,A Secure Robot Learning Framework for Cyber Attack Scheduling and Countermeasure,TRO,2023,A,CORE,RL / MARL method paper,Navigation / planning paper; Learning-based control paper; Control theory paper; Engineering control paper; Robotics system paper; Hybrid method-system paper,D:\ieee my skills\IEEE_TRANS_CORPUS\papers\TRO\Wu_2023_TRO_A-Secure-Robot-Learning-Framework-for-Cyber-Attack-Scheduling-and-Coun.pdf,COMPLETE,81005
P087,10.1109/tro.2024.3434208,Contact Models in Robotics: A Comparative Analysis,TRO,2024,A,CORE,RL / MARL method paper,Navigation / planning paper; Trajectory optimization paper; Robotics system paper,D:\ieee my skills\IEEE_TRANS_CORPUS\papers\TRO\Lidec_2024_TRO_Contact-Models-in-Robotics-A-Comparative-Analysis.pdf,COMPLETE,96686
P088,10.1109/tro.2023.3264950,NEPTUNE: Nonentangling Trajectory Planning for Multiple Tethered Unmanned Vehicles,TRO,2023,A,CORE,UAV autonomy paper,RL / MARL method paper; Multi-agent decision paper; Navigation / planning paper; Robotics system paper; Hybrid method-system paper,D:\ieee my skills\IEEE_TRANS_CORPUS\papers\TRO\Cao_2023_TRO_NEPTUNE-Nonentangling-Trajectory-Planning-for-Multiple-Tethered-Unmann.pdf,COMPLETE,94279
P089,10.1109/tro.2026.3714645,Holistic Fusion: Task- and Setup-Agnostic Robot Localization and State Estimation With Factor Graphs,TRO,2026,A,CORE,Navigation / planning paper,Robotics system paper; Hybrid method-system paper,D:\ieee my skills\IEEE_TRANS_CORPUS\papers\TRO\Nubert_2026_TRO_Holistic-Fusion-Task-and-Setup-Agnostic-Robot-Localization-and-State-E.pdf,COMPLETE,126011
P090,10.1109/tro.2025.3593109,Motion Planning Diffusion: Learning and Adapting Robot Motion Planning With Diffusion Models,TRO,2025,A,CORE,RL / MARL method paper,Navigation / planning paper; Trajectory optimization paper; Robotics system paper; Hybrid method-system paper,D:\ieee my skills\IEEE_TRANS_CORPUS\papers\TRO\Carvalho_2025_TRO_Motion-Planning-Diffusion-Learning-and-Adapting-Robot-Motion-Planning-.pdf,COMPLETE,117738
P091,10.1109/tro.2021.3080235,MADER: Trajectory Planner in Multiagent and Dynamic Environments,TRO,2021,A,CORE,UAV autonomy paper,RL / MARL method paper; Multi-agent decision paper; Navigation / planning paper; Robotics system paper,D:\ieee my skills\IEEE_TRANS_CORPUS\papers\TRO\Tordesillas_2021_TRO_MADER-Trajectory-Planner-in-Multiagent-and-Dynamic-Environments.pdf,COMPLETE,63785
P092,10.1109/tsmc.2026.3720408,Socially Aware Robot Crowd Navigation via Online Uncertainty-Driven Risk Adaptation,TSMCS,2026,A,CORE,RL / MARL method paper,Navigation / planning paper; Trajectory optimization paper; Learning-based control paper; Engineering control paper; Robotics system paper; Hybrid method-system paper,D:\ieee my skills\IEEE_TRANS_CORPUS\papers\TSMCS\Sun_2026_TSMCS_Socially-Aware-Robot-Crowd-Navigation-via-Online-Uncertainty-Driven-Ri.pdf,COMPLETE,57239
P093,10.1109/tsmc.2025.3551291,Synthesizing Control Barrier Functions With Artificial Potential Fields for Safe Reinforcement Learning,TSMCS,2025,A,CORE,RL / MARL method paper,Navigation / planning paper; Control theory paper; Engineering control paper; Robotics system paper; Hybrid method-system paper,D:\ieee my skills\IEEE_TRANS_CORPUS\papers\TSMCS\Hua_2025_TSMCS_Synthesizing-Control-Barrier-Functions-With-Artificial-Potential-Field.pdf,COMPLETE,41228
P094,10.1109/tsmc.2023.3299237,Vision-Based Plane Estimation and Following for Building Inspection With Autonomous UAV,TSMCS,2023,A,CORE,UAV autonomy paper,RL / MARL method paper; Navigation / planning paper; Trajectory optimization paper; Control theory paper; Engineering control paper; Robotics system paper,D:\ieee my skills\IEEE_TRANS_CORPUS\papers\TSMCS\Lyu_2023_TSMCS_Vision-Based-Plane-Estimation-and-Following-for-Building-Inspection-Wi.pdf,COMPLETE,66648
P095,10.1109/tvt.2025.3596466,Enhancing the Robustness of UAV Search Path Planning Based on Deep Reinforcement Learning for Complex Disaster Scenarios,TVT,2026,A,CORE,UAV autonomy paper,RL / MARL method paper; Navigation / planning paper; Robotics system paper,D:\ieee my skills\IEEE_TRANS_CORPUS\papers\TVT\Liang_2026_TVT_Enhancing-the-Robustness-of-UAV-Search-Path-Planning-Based-on-Deep-Rei.pdf,COMPLETE,61511
P096,10.1109/tvt.2025.3606201,Uncertainty-Aware Multi-Agent Reinforcement Learning for Anti-Interference Trajectory Planning of Cellular-Connected UAVs,TVT,2026,A,CORE,UAV autonomy paper,RL / MARL method paper; Multi-agent decision paper; Navigation / planning paper,D:\ieee my skills\IEEE_TRANS_CORPUS\papers\TVT\Zhou_2026_TVT_Uncertainty-Aware-Multi-Agent-Reinforcement-Learning-for-Anti-Interfer.pdf,COMPLETE,87459
P097,10.1109/tvt.2024.3389555,Multi-UAV Adaptive Cooperative Formation Trajectory Planning Based on an Improved MATD3 Algorithm of Deep Reinforcement Learning,TVT,2024,A,CORE,UAV autonomy paper,RL / MARL method paper; Multi-agent decision paper; Navigation / planning paper,D:\ieee my skills\IEEE_TRANS_CORPUS\papers\TVT\Xing_2024_TVT_Multi-UAV-Adaptive-Cooperative-Formation-Trajectory-Planning-Based-on-.pdf,COMPLETE,61235
P098,10.1109/tvt.2023.3262778,Bayesian Optimization Enhanced Deep Reinforcement Learning for Trajectory Planning and Network Formation in Multi-UAV Networks,TVT,2023,A,CORE,UAV autonomy paper,RL / MARL method paper; Navigation / planning paper,D:\ieee my skills\IEEE_TRANS_CORPUS\papers\TVT\Gong_2023_TVT_Bayesian-Optimization-Enhanced-Deep-Reinforcement-Learning-for-Traject.pdf,COMPLETE,93083
P099,10.1109/tvt.2024.3383352,Formation Control Algorithms for Multi-UAV Systems With Unstable Topologies and Hybrid Delays,TVT,2024,A,CORE,UAV autonomy paper,Multi-agent decision paper; Engineering control paper; Hybrid method-system paper,D:\ieee my skills\IEEE_TRANS_CORPUS\papers\TVT\Wu_2024_TVT_Formation-Control-Algorithms-for-Multi-UAV-Systems-With-Unstable-Topol.pdf,COMPLETE,53928
P100,10.1109/tvt.2024.3419842,3D UAV Trajectory Planning With Obstacle Avoidance for UAV-Enabled Time-Constrained Data Collection Systems,TVT,2025,A,CORE,UAV autonomy paper,Navigation / planning paper; Robotics system paper; Hybrid method-system paper,D:\ieee my skills\IEEE_TRANS_CORPUS\papers\TVT\Zheng_2025_TVT_3D-UAV-Trajectory-Planning-With-Obstacle-Avoidance-for-UAV-Enabled-Tim.pdf,COMPLETE,65925
P101,10.1109/tro.2021.3071615,A Decentralized Cluster Formation Containment Framework for Multirobot Systems,TRO,2021,B,CORE,RL / MARL method paper,Multi-agent decision paper; Navigation / planning paper; Engineering control paper; Robotics system paper; Hybrid method-system paper,D:\ieee my skills\IEEE_TRANS_CORPUS\papers\TRO\Hu_2021_TRO_A-Decentralized-Cluster-Formation-Containment-Framework-for-Multirobot.pdf,COMPLETE,101334
P102,10.1109/tits.2025.3631889,Secrecy-Aware UAV Path Planning and Offloading Strategy Optimization Using Deep Reinforcement Learning and Particle Swarm Optimization,TITS,2026,B,EXTENDED,UAV autonomy paper,RL / MARL method paper; Multi-agent decision paper; Navigation / planning paper; Robotics system paper,D:\ieee my skills\IEEE_TRANS_CORPUS\papers\TITS\Beishenalieva_2026_TITS_Secrecy-Aware-UAV-Path-Planning-and-Offloading-Strategy-Optimization-U.pdf,COMPLETE,77763
P103,10.1109/tiv.2024.3405330,Uncertainty-Aware DRL for Autonomous Vehicle Crowd Navigation in Shared Space,TIV,2024,B,CORE,Autonomous vehicle paper,RL / MARL method paper; Navigation / planning paper; Trajectory optimization paper; Engineering control paper; Robotics system paper,D:\ieee my skills\IEEE_TRANS_CORPUS\papers\TIV\Golchoubian_2024_TIV_Uncertainty-Aware-DRL-for-Autonomous-Vehicle-Crowd-Navigation-in-Share.pdf,COMPLETE,77364
P104,10.1109/tiv.2022.3232890,Model Predictive Control-Based 3D Navigation of a RIS-Equipped UAV for LoS Wireless Communication With a Ground Intelligent Vehicle,TIV,2022,B,CORE,UAV autonomy paper,RL / MARL method paper; Navigation / planning paper; Trajectory optimization paper; Engineering control paper; Robotics system paper,D:\ieee my skills\IEEE_TRANS_CORPUS\papers\TIV\Eskandari_2022_TIV_Model-Predictive-Control-Based-3D-Navigation-of-a-RIS-Equipped-UAV-for.pdf,COMPLETE,77211
P105,10.1109/tiv.2024.3383599,Probabilistic Graph-Based Real-Time Ground Segmentation for Urban Robotics,TIV,2024,B,CORE,RL / MARL method paper,Navigation / planning paper; Robotics system paper; Hybrid method-system paper,D:\ieee my skills\IEEE_TRANS_CORPUS\papers\TIV\Pino_2024_TIV_Probabilistic-Graph-Based-Real-Time-Ground-Segmentation-for-Urban-Robo.pdf,COMPLETE,73180
P106,10.1109/tvt.2022.3228198,Multi-Agent Reinforcement Learning-Based Coordinated Dynamic Task Allocation for Heterogenous UAVs,TVT,2023,B,CORE,UAV autonomy paper,RL / MARL method paper; Multi-agent decision paper,D:\ieee my skills\IEEE_TRANS_CORPUS\papers\TVT\Liu_2023_TVT_Multi-Agent-Reinforcement-Learning-Based-Coordinated-Dynamic-Task-Allo.pdf,COMPLETE,63116
P107,10.1109/tcst.2021.3091315,Solving Chance-Constrained Optimization Under Nonparametric Uncertainty Through Hilbert Space Embedding,TCST,2021,B,CORE,RL / MARL method paper,Navigation / planning paper; Robotics system paper; Hybrid method-system paper,D:\ieee my skills\IEEE_TRANS_CORPUS\papers\TCST\Gopalakrishnan_2021_TCST_Solving-Chance-Constrained-Optimization-Under-Nonparametric-Uncertaint.pdf,COMPLETE,72251
P108,10.1109/tie.2022.3217585,Null-Space-Based Time-Varying Formation Control of Uncertain Nonlinear Second-Order Multiagent Systems With Collision Avoidance,TIE,2022,B,CORE,RL / MARL method paper,Multi-agent decision paper; Control theory paper; Engineering control paper; Hybrid method-system paper,D:\ieee my skills\IEEE_TRANS_CORPUS\papers\TIE\Zheng_2022_TIE_Null-Space-Based-Time-Varying-Formation-Control-of-Uncertain-Nonlinear.pdf,COMPLETE,48781
P109,10.1109/taes.2025.3650551,Attention-Guided Reinforcement Learning for Visual Servoing Control of Multirotor UAVs,TAES,2026,B,CORE,UAV autonomy paper,RL / MARL method paper; Engineering control paper,D:\ieee my skills\IEEE_TRANS_CORPUS\papers\TAES\Ma_2026_TAES_Attention-Guided-Reinforcement-Learning-for-Visual-Servoing-Control-of.pdf,COMPLETE,57180
P110,10.1109/tvt.2021.3129504,Multi-Agent Reinforcement Learning Aided Intelligent UAV Swarm for Target Tracking,TVT,2022,B,CORE,UAV autonomy paper,RL / MARL method paper; Multi-agent decision paper,D:\ieee my skills\IEEE_TRANS_CORPUS\papers\TVT\Xia_2022_TVT_Multi-Agent-Reinforcement-Learning-Aided-Intelligent-UAV-Swarm-for-Tar.pdf,COMPLETE,78813
P111,10.1109/tits.2023.3336670,A Multi-Agent Reinforcement Learning Approach for Safe and Efficient Behavior Planning of Connected Autonomous Vehicles,TITS,2024,B,EXTENDED,Autonomous vehicle paper,RL / MARL method paper; Multi-agent decision paper,D:\ieee my skills\IEEE_TRANS_CORPUS\papers\TITS\Han_2024_TITS_A-Multi-Agent-Reinforcement-Learning-Approach-for-Safe-and-Efficient-B.pdf,COMPLETE,92660
P112,10.1109/tcyb.2020.3041269,Navigation of a Fuzzy-Controlled Wheeled Robot Through the Combination of Expert Knowledge and Data-Driven Multiobjective Evolutionary Learning,TCYB,2021,B,CORE,RL / MARL method paper,Navigation / planning paper; Engineering control paper; Robotics system paper; Hybrid method-system paper,D:\ieee my skills\IEEE_TRANS_CORPUS\papers\TCYB\Juang_2021_TCYB_Navigation-of-a-Fuzzy-Controlled-Wheeled-Robot-Through-the-Combination.pdf,COMPLETE,68720
P113,10.1109/tase.2024.3524000,STR: Spatial-Temporal RetNet for Distributed Multi-Robot Navigation,TASE,2025,B,CORE,Navigation / planning paper,Multi-agent decision paper; Robotics system paper,D:\ieee my skills\IEEE_TRANS_CORPUS\papers\TASE\Chen_2025_TASE_STR-Spatial-Temporal-RetNet-for-Distributed-Multi-Robot-Navigation.pdf,COMPLETE,60377
P114,10.1109/tits.2023.3286898,Decentralized iLQR for Cooperative Trajectory Planning of Connected Autonomous Vehicles via Dual Consensus ADMM,TITS,2023,B,EXTENDED,Autonomous vehicle paper,Multi-agent decision paper; Navigation / planning paper; Control theory paper,D:\ieee my skills\IEEE_TRANS_CORPUS\papers\TITS\Huang_2023_TITS_Decentralized-iLQR-for-Cooperative-Trajectory-Planning-of-Connected-Au.pdf,COMPLETE,69767
P115,10.1109/tac.2024.3427908,Time- and Event-Triggered Communication for Multi-Agent Systems—Part I: General Framework,TAC,2024,B,CORE,RL / MARL method paper,Multi-agent decision paper; Control theory paper; Hybrid method-system paper,D:\ieee my skills\IEEE_TRANS_CORPUS\papers\TAC\Dolk_2024_TAC_Time-and-Event-Triggered-Communication-for-Multi-Agent-Systems-Part-I-.pdf,COMPLETE,98913
P116,10.1109/tnnls.2021.3106818,Learning a Low-Dimensional Representation of a Safe Region for Safe Reinforcement Learning on Dynamical Systems,TNNLS,2021,B,CORE,RL / MARL method paper,Navigation / planning paper; Robotics system paper; Hybrid method-system paper,D:\ieee my skills\IEEE_TRANS_CORPUS\papers\TNNLS\Zhou_2021_TNNLS_Learning-a-Low-Dimensional-Representation-of-a-Safe-Region-for-Safe-Re.pdf,COMPLETE,83676
P117,10.1109/tase.2025.3603024,Lyapunov-Informed Multi-Agent Reinforcement Learning for Multi-Robot Cooperation Tasks,TASE,2025,B,CORE,RL / MARL method paper,Multi-agent decision paper; Navigation / planning paper; Control theory paper; Robotics system paper,D:\ieee my skills\IEEE_TRANS_CORPUS\papers\TASE\Feng_2025_TASE_Lyapunov-Informed-Multi-Agent-Reinforcement-Learning-for-Multi-Robot-C.pdf,COMPLETE,83630
P118,10.1109/tim.2024.3421433,Joint Optimization of Multi-UAV Deployment and User Association via Deep Reinforcement Learning for Long-Term Communication Coverage,TIM,2024,B,EXTENDED,UAV autonomy paper,RL / MARL method paper,D:\ieee my skills\IEEE_TRANS_CORPUS\papers\TIM\Cheng_2024_TIM_Joint-Optimization-of-Multi-UAV-Deployment-and-User-Association-via-De.pdf,COMPLETE,68646
P119,10.1109/tmech.2023.3328168,Vision-Based Air-to-Air Autonomous Landing of Underactuated VTOL UAVs,TMECH,2023,B,CORE,UAV autonomy paper,RL / MARL method paper; Multi-agent decision paper; Navigation / planning paper; Robotics system paper; Hybrid method-system paper,D:\ieee my skills\IEEE_TRANS_CORPUS\papers\TMECH\Roggi_2023_TMECH_Vision-Based-Air-to-Air-Autonomous-Landing-of-Underactuated-VTOL-UAVs.pdf,COMPLETE,61430
P120,10.1109/tim.2022.3151934,Composite Filtering for UWB-Based Localization of Quadrotor UAV With Skewed Measurements and Uncertain Dynamics,TIM,2022,B,EXTENDED,UAV autonomy paper,Robotics system paper,D:\ieee my skills\IEEE_TRANS_CORPUS\papers\TIM\Jia_2022_TIM_Composite-Filtering-for-UWB-Based-Localization-of-Quadrotor-UAV-With-S.pdf,COMPLETE,60766
