Paper_ID,DOI,Role,Claim_Type,Evidence_Types_Detected,Evidence_Count,Source,Interpretation_Status
P025,10.1109/tcns.2024.3378392,A,COORDINATION,MAIN_COMPARISON,1,D:\ieee my skills\IEEE_TRANS_CORPUS\papers\TCNS\Restrepo_2024_TCNS_Tracking-Control-of-Cooperative-Marine-Vehicles-Under-Hard-and-Soft-Co.pdf,AUTOMATED_CROSS_SECTION_MATCH; requires human confirmation
P025,10.1109/tcns.2024.3378392,A,CONVERGENCE,MAIN_COMPARISON,1,D:\ieee my skills\IEEE_TRANS_CORPUS\papers\TCNS\Restrepo_2024_TCNS_Tracking-Control-of-Cooperative-Marine-Vehicles-Under-Hard-and-Soft-Co.pdf,AUTOMATED_CROSS_SECTION_MATCH; requires human confirmation
P026,10.1109/tcns.2021.3124926,A,ACCURACY,MAIN_COMPARISON,1,D:\ieee my skills\IEEE_TRANS_CORPUS\papers\TCNS\Maity_2021_TCNS_Multiagent-Consensus-Subject-to-Communication-and-Privacy-Constraints.pdf,AUTOMATED_CROSS_SECTION_MATCH; requires human confirmation
P026,10.1109/tcns.2021.3124926,A,COORDINATION,MAIN_COMPARISON,1,D:\ieee my skills\IEEE_TRANS_CORPUS\papers\TCNS\Maity_2021_TCNS_Multiagent-Consensus-Subject-to-Communication-and-Privacy-Constraints.pdf,AUTOMATED_CROSS_SECTION_MATCH; requires human confirmation
P027,10.1109/tcst.2025.3533378,A,EFFICIENCY,MAIN_COMPARISON,1,D:\ieee my skills\IEEE_TRANS_CORPUS\papers\TCST\Zhou_2025_TCST_Robust-Predictive-Motion-Planning-by-Learning-Obstacle-Uncertainty.pdf,AUTOMATED_CROSS_SECTION_MATCH; requires human confirmation
P027,10.1109/tcst.2025.3533378,A,ROBUSTNESS,NO_EXPLICIT_MATCH,0,D:\ieee my skills\IEEE_TRANS_CORPUS\papers\TCST\Zhou_2025_TCST_Robust-Predictive-Motion-Planning-by-Learning-Obstacle-Uncertainty.pdf,AUTOMATED_CROSS_SECTION_MATCH; requires human confirmation
P027,10.1109/tcst.2025.3533378,A,SAFETY,MAIN_COMPARISON,1,D:\ieee my skills\IEEE_TRANS_CORPUS\papers\TCST\Zhou_2025_TCST_Robust-Predictive-Motion-Planning-by-Learning-Obstacle-Uncertainty.pdf,AUTOMATED_CROSS_SECTION_MATCH; requires human confirmation
P028,10.1109/tcst.2022.3211130,A,SAFETY,MAIN_COMPARISON,1,D:\ieee my skills\IEEE_TRANS_CORPUS\papers\TCST\Ferranti_2022_TCST_Distributed-Nonlinear-Trajectory-Optimization-for-Multi-Robot-Motion-P.pdf,AUTOMATED_CROSS_SECTION_MATCH; requires human confirmation
P028,10.1109/tcst.2022.3211130,A,COORDINATION,MAIN_COMPARISON,1,D:\ieee my skills\IEEE_TRANS_CORPUS\papers\TCST\Ferranti_2022_TCST_Distributed-Nonlinear-Trajectory-Optimization-for-Multi-Robot-Motion-P.pdf,AUTOMATED_CROSS_SECTION_MATCH; requires human confirmation
P029,10.1109/tcst.2026.3661166,A,GENERALIZATION,GENERALIZATION,1,D:\ieee my skills\IEEE_TRANS_CORPUS\papers\TCST\Robbins_2026_TCST_Mixed-Integer-MPC-Based-Motion-Planning-Using-Hybrid-Zonotopes-With-Ti.pdf,AUTOMATED_CROSS_SECTION_MATCH; requires human confirmation
P029,10.1109/tcst.2026.3661166,A,REAL_TIME,NO_EXPLICIT_MATCH,0,D:\ieee my skills\IEEE_TRANS_CORPUS\papers\TCST\Robbins_2026_TCST_Mixed-Integer-MPC-Based-Motion-Planning-Using-Hybrid-Zonotopes-With-Ti.pdf,AUTOMATED_CROSS_SECTION_MATCH; requires human confirmation
P029,10.1109/tcst.2026.3661166,A,CONVERGENCE,MAIN_COMPARISON,1,D:\ieee my skills\IEEE_TRANS_CORPUS\papers\TCST\Robbins_2026_TCST_Mixed-Integer-MPC-Based-Motion-Planning-Using-Hybrid-Zonotopes-With-Ti.pdf,AUTOMATED_CROSS_SECTION_MATCH; requires human confirmation
P030,10.1109/tcst.2023.3323766,A,EFFICIENCY,NO_EXPLICIT_MATCH,0,D:\ieee my skills\IEEE_TRANS_CORPUS\papers\TCST\Hu_2023_TCST_Coordinated-Navigation-Control-of-Cross-Domain-Unmanned-Systems-via-Gu.pdf,AUTOMATED_CROSS_SECTION_MATCH; requires human confirmation
P030,10.1109/tcst.2023.3323766,A,REAL_TIME,NO_EXPLICIT_MATCH,0,D:\ieee my skills\IEEE_TRANS_CORPUS\papers\TCST\Hu_2023_TCST_Coordinated-Navigation-Control-of-Cross-Domain-Unmanned-Systems-via-Gu.pdf,AUTOMATED_CROSS_SECTION_MATCH; requires human confirmation
P030,10.1109/tcst.2023.3323766,A,COORDINATION,NO_EXPLICIT_MATCH,0,D:\ieee my skills\IEEE_TRANS_CORPUS\papers\TCST\Hu_2023_TCST_Coordinated-Navigation-Control-of-Cross-Domain-Unmanned-Systems-via-Gu.pdf,AUTOMATED_CROSS_SECTION_MATCH; requires human confirmation
P030,10.1109/tcst.2023.3323766,A,CONVERGENCE,NO_EXPLICIT_MATCH,0,D:\ieee my skills\IEEE_TRANS_CORPUS\papers\TCST\Hu_2023_TCST_Coordinated-Navigation-Control-of-Cross-Domain-Unmanned-Systems-via-Gu.pdf,AUTOMATED_CROSS_SECTION_MATCH; requires human confirmation
P031,10.1109/tcst.2022.3216989,A,ROBUSTNESS,NO_EXPLICIT_MATCH,0,D:\ieee my skills\IEEE_TRANS_CORPUS\papers\TCST\Saccani_2022_TCST_Multitrajectory-Model-Predictive-Control-for-Safe-UAV-Navigation-in-an.pdf,AUTOMATED_CROSS_SECTION_MATCH; requires human confirmation
P031,10.1109/tcst.2022.3216989,A,SAFETY,MAIN_COMPARISON,1,D:\ieee my skills\IEEE_TRANS_CORPUS\papers\TCST\Saccani_2022_TCST_Multitrajectory-Model-Predictive-Control-for-Safe-UAV-Navigation-in-an.pdf,AUTOMATED_CROSS_SECTION_MATCH; requires human confirmation
P031,10.1109/tcst.2022.3216989,A,REAL_WORLD,NO_EXPLICIT_MATCH,0,D:\ieee my skills\IEEE_TRANS_CORPUS\papers\TCST\Saccani_2022_TCST_Multitrajectory-Model-Predictive-Control-for-Safe-UAV-Navigation-in-an.pdf,AUTOMATED_CROSS_SECTION_MATCH; requires human confirmation
P032,10.1109/tcst.2026.3659194,A,SAFETY,MAIN_COMPARISON,1,D:\ieee my skills\IEEE_TRANS_CORPUS\papers\TCST\Mazen_2026_TCST_B-zier-Curve-Based-Optimization-Framework-for-Multirobot-Motion-Planni.pdf,AUTOMATED_CROSS_SECTION_MATCH; requires human confirmation
P032,10.1109/tcst.2026.3659194,A,REAL_WORLD,REAL_WORLD,1,D:\ieee my skills\IEEE_TRANS_CORPUS\papers\TCST\Mazen_2026_TCST_B-zier-Curve-Based-Optimization-Framework-for-Multirobot-Motion-Planni.pdf,AUTOMATED_CROSS_SECTION_MATCH; requires human confirmation
P032,10.1109/tcst.2026.3659194,A,CONVERGENCE,MAIN_COMPARISON,1,D:\ieee my skills\IEEE_TRANS_CORPUS\papers\TCST\Mazen_2026_TCST_B-zier-Curve-Based-Optimization-Framework-for-Multirobot-Motion-Planni.pdf,AUTOMATED_CROSS_SECTION_MATCH; requires human confirmation
P032,10.1109/tcst.2026.3659194,A,TRAJECTORY_QUALITY,MAIN_COMPARISON,1,D:\ieee my skills\IEEE_TRANS_CORPUS\papers\TCST\Mazen_2026_TCST_B-zier-Curve-Based-Optimization-Framework-for-Multirobot-Motion-Planni.pdf,AUTOMATED_CROSS_SECTION_MATCH; requires human confirmation
P033,10.1109/tcyb.2023.3246985,A,SUCCESS_RATE,MAIN_COMPARISON,1,D:\ieee my skills\IEEE_TRANS_CORPUS\papers\TCYB\Bai_2023_TCYB_Learning-Based-Multi-UAV-Flocking-Control-With-Limited-Visual-Field-an.pdf,AUTOMATED_CROSS_SECTION_MATCH; requires human confirmation
P033,10.1109/tcyb.2023.3246985,A,EFFICIENCY,MAIN_COMPARISON,1,D:\ieee my skills\IEEE_TRANS_CORPUS\papers\TCYB\Bai_2023_TCYB_Learning-Based-Multi-UAV-Flocking-Control-With-Limited-Visual-Field-an.pdf,AUTOMATED_CROSS_SECTION_MATCH; requires human confirmation
P033,10.1109/tcyb.2023.3246985,A,SAFETY,MAIN_COMPARISON,1,D:\ieee my skills\IEEE_TRANS_CORPUS\papers\TCYB\Bai_2023_TCYB_Learning-Based-Multi-UAV-Flocking-Control-With-Limited-Visual-Field-an.pdf,AUTOMATED_CROSS_SECTION_MATCH; requires human confirmation
P034,10.1109/tcyb.2021.3132587,A,STABILITY,NO_EXPLICIT_MATCH,0,D:\ieee my skills\IEEE_TRANS_CORPUS\papers\TCYB\Wu_2021_TCYB_Distributed-UAV-Swarm-Formation-and-Collision-Avoidance-Strategies-Ove.pdf,AUTOMATED_CROSS_SECTION_MATCH; requires human confirmation
P034,10.1109/tcyb.2021.3132587,A,SAFETY,NO_EXPLICIT_MATCH,0,D:\ieee my skills\IEEE_TRANS_CORPUS\papers\TCYB\Wu_2021_TCYB_Distributed-UAV-Swarm-Formation-and-Collision-Avoidance-Strategies-Ove.pdf,AUTOMATED_CROSS_SECTION_MATCH; requires human confirmation
P035,10.1109/tcyb.2021.3070385,A,SAFETY,NO_EXPLICIT_MATCH,0,D:\ieee my skills\IEEE_TRANS_CORPUS\papers\TCYB\Li_2021_TCYB_Simultaneous-Obstacle-Avoidance-and-Target-Tracking-of-Multiple-Wheele.pdf,AUTOMATED_CROSS_SECTION_MATCH; requires human confirmation
P035,10.1109/tcyb.2021.3070385,A,COORDINATION,NO_EXPLICIT_MATCH,0,D:\ieee my skills\IEEE_TRANS_CORPUS\papers\TCYB\Li_2021_TCYB_Simultaneous-Obstacle-Avoidance-and-Target-Tracking-of-Multiple-Wheele.pdf,AUTOMATED_CROSS_SECTION_MATCH; requires human confirmation
P036,10.1109/tcyb.2021.3057219,A,ACCURACY,MAIN_COMPARISON,1,D:\ieee my skills\IEEE_TRANS_CORPUS\papers\TCYB\Zhou_2021_TCYB_Fixed-Time-Cooperative-Behavioral-Control-for-Networked-Autonomous-Age.pdf,AUTOMATED_CROSS_SECTION_MATCH; requires human confirmation
P036,10.1109/tcyb.2021.3057219,A,ROBUSTNESS,ROBUSTNESS,1,D:\ieee my skills\IEEE_TRANS_CORPUS\papers\TCYB\Zhou_2021_TCYB_Fixed-Time-Cooperative-Behavioral-Control-for-Networked-Autonomous-Age.pdf,AUTOMATED_CROSS_SECTION_MATCH; requires human confirmation
P036,10.1109/tcyb.2021.3057219,A,SAFETY,MAIN_COMPARISON,1,D:\ieee my skills\IEEE_TRANS_CORPUS\papers\TCYB\Zhou_2021_TCYB_Fixed-Time-Cooperative-Behavioral-Control-for-Networked-Autonomous-Age.pdf,AUTOMATED_CROSS_SECTION_MATCH; requires human confirmation
P036,10.1109/tcyb.2021.3057219,A,COORDINATION,MAIN_COMPARISON,1,D:\ieee my skills\IEEE_TRANS_CORPUS\papers\TCYB\Zhou_2021_TCYB_Fixed-Time-Cooperative-Behavioral-Control-for-Networked-Autonomous-Age.pdf,AUTOMATED_CROSS_SECTION_MATCH; requires human confirmation
P036,10.1109/tcyb.2021.3057219,A,CONVERGENCE,MAIN_COMPARISON,1,D:\ieee my skills\IEEE_TRANS_CORPUS\papers\TCYB\Zhou_2021_TCYB_Fixed-Time-Cooperative-Behavioral-Control-for-Networked-Autonomous-Age.pdf,AUTOMATED_CROSS_SECTION_MATCH; requires human confirmation
P036,10.1109/tcyb.2021.3057219,A,CONTROL_PERFORMANCE,MAIN_COMPARISON,1,D:\ieee my skills\IEEE_TRANS_CORPUS\papers\TCYB\Zhou_2021_TCYB_Fixed-Time-Cooperative-Behavioral-Control-for-Networked-Autonomous-Age.pdf,AUTOMATED_CROSS_SECTION_MATCH; requires human confirmation
P037,10.1109/tcyb.2023.3263380,A,REAL_WORLD,REAL_WORLD,1,D:\ieee my skills\IEEE_TRANS_CORPUS\papers\TCYB\Faroni_2023_TCYB_Optimal-Task-and-Motion-Planning-and-Execution-for-Multiagent-Systems-.pdf,AUTOMATED_CROSS_SECTION_MATCH; requires human confirmation
P037,10.1109/tcyb.2023.3263380,A,COORDINATION,MAIN_COMPARISON,1,D:\ieee my skills\IEEE_TRANS_CORPUS\papers\TCYB\Faroni_2023_TCYB_Optimal-Task-and-Motion-Planning-and-Execution-for-Multiagent-Systems-.pdf,AUTOMATED_CROSS_SECTION_MATCH; requires human confirmation
P039,10.1109/tevc.2025.3573828,A,ACCURACY,MAIN_COMPARISON; ABLATION,2,D:\ieee my skills\IEEE_TRANS_CORPUS\papers\TEVC\Zhao_2026_TEVC_Cross-Task-Collaborative-Optimization-Based-on-Knowledge-Transfer-for-.pdf,AUTOMATED_CROSS_SECTION_MATCH; requires human confirmation
P039,10.1109/tevc.2025.3573828,A,SUCCESS_RATE,MAIN_COMPARISON; ABLATION,2,D:\ieee my skills\IEEE_TRANS_CORPUS\papers\TEVC\Zhao_2026_TEVC_Cross-Task-Collaborative-Optimization-Based-on-Knowledge-Transfer-for-.pdf,AUTOMATED_CROSS_SECTION_MATCH; requires human confirmation
P040,10.1109/tevc.2025.3534026,A,CONVERGENCE,MAIN_COMPARISON,1,D:\ieee my skills\IEEE_TRANS_CORPUS\papers\TEVC\Li_2025_TEVC_A-Novel-Knowledge-Based-Genetic-Algorithm-for-Robot-Path-Planning-in-C.pdf,AUTOMATED_CROSS_SECTION_MATCH; requires human confirmation
P041,10.1109/tfuzz.2025.3585934,A,ACCURACY,MAIN_COMPARISON,1,D:\ieee my skills\IEEE_TRANS_CORPUS\papers\TFS\Yao_2026_TFS_Multiagent-Fuzzy-Reinforcement-Learning-With-LLM-for-Cooperative-Navig.pdf,AUTOMATED_CROSS_SECTION_MATCH; requires human confirmation
P041,10.1109/tfuzz.2025.3585934,A,ROBUSTNESS,NO_EXPLICIT_MATCH,0,D:\ieee my skills\IEEE_TRANS_CORPUS\papers\TFS\Yao_2026_TFS_Multiagent-Fuzzy-Reinforcement-Learning-With-LLM-for-Cooperative-Navig.pdf,AUTOMATED_CROSS_SECTION_MATCH; requires human confirmation
P041,10.1109/tfuzz.2025.3585934,A,SAFETY,MAIN_COMPARISON,1,D:\ieee my skills\IEEE_TRANS_CORPUS\papers\TFS\Yao_2026_TFS_Multiagent-Fuzzy-Reinforcement-Learning-With-LLM-for-Cooperative-Navig.pdf,AUTOMATED_CROSS_SECTION_MATCH; requires human confirmation
P041,10.1109/tfuzz.2025.3585934,A,COORDINATION,MAIN_COMPARISON,1,D:\ieee my skills\IEEE_TRANS_CORPUS\papers\TFS\Yao_2026_TFS_Multiagent-Fuzzy-Reinforcement-Learning-With-LLM-for-Cooperative-Navig.pdf,AUTOMATED_CROSS_SECTION_MATCH; requires human confirmation
P042,10.1109/tfuzz.2024.3450892,A,ROBUSTNESS,NO_EXPLICIT_MATCH,0,D:\ieee my skills\IEEE_TRANS_CORPUS\papers\TFS\Xu_2025_TFS_Deep-Reinforcement-Learning-With-Fuzzy-Feature-Fusion-for-Cooperative-.pdf,AUTOMATED_CROSS_SECTION_MATCH; requires human confirmation
P042,10.1109/tfuzz.2024.3450892,A,REAL_WORLD,REAL_WORLD,1,D:\ieee my skills\IEEE_TRANS_CORPUS\papers\TFS\Xu_2025_TFS_Deep-Reinforcement-Learning-With-Fuzzy-Feature-Fusion-for-Cooperative-.pdf,AUTOMATED_CROSS_SECTION_MATCH; requires human confirmation
P042,10.1109/tfuzz.2024.3450892,A,COORDINATION,MAIN_COMPARISON; ABLATION,2,D:\ieee my skills\IEEE_TRANS_CORPUS\papers\TFS\Xu_2025_TFS_Deep-Reinforcement-Learning-With-Fuzzy-Feature-Fusion-for-Cooperative-.pdf,AUTOMATED_CROSS_SECTION_MATCH; requires human confirmation
P043,10.1109/tfuzz.2025.3642241,A,ACCURACY,NO_EXPLICIT_MATCH,0,D:\ieee my skills\IEEE_TRANS_CORPUS\papers\TFS\Ma_2026_TFS_Logic-Adaptive-Discrete-Neural-Dynamics-for-Distributed-Cooperative-Co.pdf,AUTOMATED_CROSS_SECTION_MATCH; requires human confirmation
P043,10.1109/tfuzz.2025.3642241,A,ROBUSTNESS,NO_EXPLICIT_MATCH,0,D:\ieee my skills\IEEE_TRANS_CORPUS\papers\TFS\Ma_2026_TFS_Logic-Adaptive-Discrete-Neural-Dynamics-for-Distributed-Cooperative-Co.pdf,AUTOMATED_CROSS_SECTION_MATCH; requires human confirmation
P043,10.1109/tfuzz.2025.3642241,A,SCALABILITY,SCALABILITY,1,D:\ieee my skills\IEEE_TRANS_CORPUS\papers\TFS\Ma_2026_TFS_Logic-Adaptive-Discrete-Neural-Dynamics-for-Distributed-Cooperative-Co.pdf,AUTOMATED_CROSS_SECTION_MATCH; requires human confirmation
P043,10.1109/tfuzz.2025.3642241,A,STABILITY,NO_EXPLICIT_MATCH,0,D:\ieee my skills\IEEE_TRANS_CORPUS\papers\TFS\Ma_2026_TFS_Logic-Adaptive-Discrete-Neural-Dynamics-for-Distributed-Cooperative-Co.pdf,AUTOMATED_CROSS_SECTION_MATCH; requires human confirmation
P043,10.1109/tfuzz.2025.3642241,A,SAFETY,NO_EXPLICIT_MATCH,0,D:\ieee my skills\IEEE_TRANS_CORPUS\papers\TFS\Ma_2026_TFS_Logic-Adaptive-Discrete-Neural-Dynamics-for-Distributed-Cooperative-Co.pdf,AUTOMATED_CROSS_SECTION_MATCH; requires human confirmation
P043,10.1109/tfuzz.2025.3642241,A,REAL_TIME,REAL_WORLD,1,D:\ieee my skills\IEEE_TRANS_CORPUS\papers\TFS\Ma_2026_TFS_Logic-Adaptive-Discrete-Neural-Dynamics-for-Distributed-Cooperative-Co.pdf,AUTOMATED_CROSS_SECTION_MATCH; requires human confirmation
P043,10.1109/tfuzz.2025.3642241,A,COORDINATION,NO_EXPLICIT_MATCH,0,D:\ieee my skills\IEEE_TRANS_CORPUS\papers\TFS\Ma_2026_TFS_Logic-Adaptive-Discrete-Neural-Dynamics-for-Distributed-Cooperative-Co.pdf,AUTOMATED_CROSS_SECTION_MATCH; requires human confirmation
P043,10.1109/tfuzz.2025.3642241,A,CONVERGENCE,NO_EXPLICIT_MATCH,0,D:\ieee my skills\IEEE_TRANS_CORPUS\papers\TFS\Ma_2026_TFS_Logic-Adaptive-Discrete-Neural-Dynamics-for-Distributed-Cooperative-Co.pdf,AUTOMATED_CROSS_SECTION_MATCH; requires human confirmation
P043,10.1109/tfuzz.2025.3642241,A,CONTROL_PERFORMANCE,NO_EXPLICIT_MATCH,0,D:\ieee my skills\IEEE_TRANS_CORPUS\papers\TFS\Ma_2026_TFS_Logic-Adaptive-Discrete-Neural-Dynamics-for-Distributed-Cooperative-Co.pdf,AUTOMATED_CROSS_SECTION_MATCH; requires human confirmation
P044,10.1109/tfuzz.2021.3067724,A,ACCURACY,MAIN_COMPARISON,1,D:\ieee my skills\IEEE_TRANS_CORPUS\papers\TFS\Yang_2022_TFS_Design-and-Optimization-of-Robust-Path-Tracking-Control-for-Autonomous.pdf,AUTOMATED_CROSS_SECTION_MATCH; requires human confirmation
P044,10.1109/tfuzz.2021.3067724,A,ROBUSTNESS,NO_EXPLICIT_MATCH,0,D:\ieee my skills\IEEE_TRANS_CORPUS\papers\TFS\Yang_2022_TFS_Design-and-Optimization-of-Robust-Path-Tracking-Control-for-Autonomous.pdf,AUTOMATED_CROSS_SECTION_MATCH; requires human confirmation
P045,10.1109/tie.2024.3363761,A,EFFICIENCY,MAIN_COMPARISON,1,D:\ieee my skills\IEEE_TRANS_CORPUS\papers\TIE\Yue_2024_TIE_Semantic-Driven-Autonomous-Visual-Navigation-for-Unmanned-Aerial-Vehic.pdf,AUTOMATED_CROSS_SECTION_MATCH; requires human confirmation
P045,10.1109/tie.2024.3363761,A,REAL_WORLD,REAL_WORLD,1,D:\ieee my skills\IEEE_TRANS_CORPUS\papers\TIE\Yue_2024_TIE_Semantic-Driven-Autonomous-Visual-Navigation-for-Unmanned-Aerial-Vehic.pdf,AUTOMATED_CROSS_SECTION_MATCH; requires human confirmation
P046,10.1109/tie.2025.3536628,A,ACCURACY,MAIN_COMPARISON,1,D:\ieee my skills\IEEE_TRANS_CORPUS\papers\TIE\Li_2025_TIE_Model-Predictive-Optimization-and-Terminal-Sliding-Mode-Motion-Control.pdf,AUTOMATED_CROSS_SECTION_MATCH; requires human confirmation
P046,10.1109/tie.2025.3536628,A,ROBUSTNESS,NO_EXPLICIT_MATCH,0,D:\ieee my skills\IEEE_TRANS_CORPUS\papers\TIE\Li_2025_TIE_Model-Predictive-Optimization-and-Terminal-Sliding-Mode-Motion-Control.pdf,AUTOMATED_CROSS_SECTION_MATCH; requires human confirmation
P046,10.1109/tie.2025.3536628,A,GENERALIZATION,GENERALIZATION,1,D:\ieee my skills\IEEE_TRANS_CORPUS\papers\TIE\Li_2025_TIE_Model-Predictive-Optimization-and-Terminal-Sliding-Mode-Motion-Control.pdf,AUTOMATED_CROSS_SECTION_MATCH; requires human confirmation
P046,10.1109/tie.2025.3536628,A,CONVERGENCE,MAIN_COMPARISON,1,D:\ieee my skills\IEEE_TRANS_CORPUS\papers\TIE\Li_2025_TIE_Model-Predictive-Optimization-and-Terminal-Sliding-Mode-Motion-Control.pdf,AUTOMATED_CROSS_SECTION_MATCH; requires human confirmation
P046,10.1109/tie.2025.3536628,A,CONTROL_PERFORMANCE,MAIN_COMPARISON,1,D:\ieee my skills\IEEE_TRANS_CORPUS\papers\TIE\Li_2025_TIE_Model-Predictive-Optimization-and-Terminal-Sliding-Mode-Motion-Control.pdf,AUTOMATED_CROSS_SECTION_MATCH; requires human confirmation
P047,10.1109/tie.2023.3306405,A,ACCURACY,MAIN_COMPARISON,1,D:\ieee my skills\IEEE_TRANS_CORPUS\papers\TIE\Zhu_2023_TIE_Real-Time-Dynamic-Obstacle-Avoidance-for-Robot-Manipulators-Based-on-C.pdf,AUTOMATED_CROSS_SECTION_MATCH; requires human confirmation
P047,10.1109/tie.2023.3306405,A,SAFETY,MAIN_COMPARISON,1,D:\ieee my skills\IEEE_TRANS_CORPUS\papers\TIE\Zhu_2023_TIE_Real-Time-Dynamic-Obstacle-Avoidance-for-Robot-Manipulators-Based-on-C.pdf,AUTOMATED_CROSS_SECTION_MATCH; requires human confirmation
P047,10.1109/tie.2023.3306405,A,REAL_TIME,RUNTIME; REAL_WORLD,2,D:\ieee my skills\IEEE_TRANS_CORPUS\papers\TIE\Zhu_2023_TIE_Real-Time-Dynamic-Obstacle-Avoidance-for-Robot-Manipulators-Based-on-C.pdf,AUTOMATED_CROSS_SECTION_MATCH; requires human confirmation
P047,10.1109/tie.2023.3306405,A,REAL_WORLD,REAL_WORLD,1,D:\ieee my skills\IEEE_TRANS_CORPUS\papers\TIE\Zhu_2023_TIE_Real-Time-Dynamic-Obstacle-Avoidance-for-Robot-Manipulators-Based-on-C.pdf,AUTOMATED_CROSS_SECTION_MATCH; requires human confirmation
P048,10.1109/tie.2025.3639779,A,EFFICIENCY,MAIN_COMPARISON,1,D:\ieee my skills\IEEE_TRANS_CORPUS\papers\TIE\Dong_2026_TIE_EDEN-Efficient-Dual-Layer-Exploration-Planning-for-Fast-UAV-Autonomous.pdf,AUTOMATED_CROSS_SECTION_MATCH; requires human confirmation
P048,10.1109/tie.2025.3639779,A,SAFETY,MAIN_COMPARISON,1,D:\ieee my skills\IEEE_TRANS_CORPUS\papers\TIE\Dong_2026_TIE_EDEN-Efficient-Dual-Layer-Exploration-Planning-for-Fast-UAV-Autonomous.pdf,AUTOMATED_CROSS_SECTION_MATCH; requires human confirmation
P048,10.1109/tie.2025.3639779,A,REAL_TIME,RUNTIME; REAL_WORLD,2,D:\ieee my skills\IEEE_TRANS_CORPUS\papers\TIE\Dong_2026_TIE_EDEN-Efficient-Dual-Layer-Exploration-Planning-for-Fast-UAV-Autonomous.pdf,AUTOMATED_CROSS_SECTION_MATCH; requires human confirmation
P048,10.1109/tie.2025.3639779,A,REAL_WORLD,REAL_WORLD,1,D:\ieee my skills\IEEE_TRANS_CORPUS\papers\TIE\Dong_2026_TIE_EDEN-Efficient-Dual-Layer-Exploration-Planning-for-Fast-UAV-Autonomous.pdf,AUTOMATED_CROSS_SECTION_MATCH; requires human confirmation
P049,10.1109/tie.2021.3070508,A,ACCURACY,MAIN_COMPARISON,1,D:\ieee my skills\IEEE_TRANS_CORPUS\papers\TIE\Li_2021_TIE_OpenStreetMap-Based-Autonomous-Navigation-for-the-Four-Wheel-Legged-Ro.pdf,AUTOMATED_CROSS_SECTION_MATCH; requires human confirmation
P049,10.1109/tie.2021.3070508,A,ROBUSTNESS,ROBUSTNESS; DISTURBANCE,2,D:\ieee my skills\IEEE_TRANS_CORPUS\papers\TIE\Li_2021_TIE_OpenStreetMap-Based-Autonomous-Navigation-for-the-Four-Wheel-Legged-Ro.pdf,AUTOMATED_CROSS_SECTION_MATCH; requires human confirmation
P050,10.1109/tie.2023.3299048,A,REAL_TIME,RUNTIME; REAL_WORLD,2,D:\ieee my skills\IEEE_TRANS_CORPUS\papers\TIE\Zhou_2023_TIE_Vision-Based-Reactive-Temporal-Logic-Motion-Planning-for-Quadruped-Rob.pdf,AUTOMATED_CROSS_SECTION_MATCH; requires human confirmation
P050,10.1109/tie.2023.3299048,A,REAL_WORLD,REAL_WORLD,1,D:\ieee my skills\IEEE_TRANS_CORPUS\papers\TIE\Zhou_2023_TIE_Vision-Based-Reactive-Temporal-Logic-Motion-Planning-for-Quadruped-Rob.pdf,AUTOMATED_CROSS_SECTION_MATCH; requires human confirmation
P051,10.1109/tii.2024.3438241,A,ACCURACY,MAIN_COMPARISON,1,D:\ieee my skills\IEEE_TRANS_CORPUS\papers\TII\Liu_2024_TII_Reinforcement-Learning-Based-Fault-Tolerant-Control-for-Quadrotor-UAVs.pdf,AUTOMATED_CROSS_SECTION_MATCH; requires human confirmation
P051,10.1109/tii.2024.3438241,A,ROBUSTNESS,ROBUSTNESS; DISTURBANCE,2,D:\ieee my skills\IEEE_TRANS_CORPUS\papers\TII\Liu_2024_TII_Reinforcement-Learning-Based-Fault-Tolerant-Control-for-Quadrotor-UAVs.pdf,AUTOMATED_CROSS_SECTION_MATCH; requires human confirmation
P051,10.1109/tii.2024.3438241,A,STABILITY,MAIN_COMPARISON,1,D:\ieee my skills\IEEE_TRANS_CORPUS\papers\TII\Liu_2024_TII_Reinforcement-Learning-Based-Fault-Tolerant-Control-for-Quadrotor-UAVs.pdf,AUTOMATED_CROSS_SECTION_MATCH; requires human confirmation
P051,10.1109/tii.2024.3438241,A,REAL_TIME,RUNTIME; REAL_WORLD,2,D:\ieee my skills\IEEE_TRANS_CORPUS\papers\TII\Liu_2024_TII_Reinforcement-Learning-Based-Fault-Tolerant-Control-for-Quadrotor-UAVs.pdf,AUTOMATED_CROSS_SECTION_MATCH; requires human confirmation
P051,10.1109/tii.2024.3438241,A,REAL_WORLD,REAL_WORLD,1,D:\ieee my skills\IEEE_TRANS_CORPUS\papers\TII\Liu_2024_TII_Reinforcement-Learning-Based-Fault-Tolerant-Control-for-Quadrotor-UAVs.pdf,AUTOMATED_CROSS_SECTION_MATCH; requires human confirmation
P052,10.1109/tii.2026.3658768,A,COORDINATION,MAIN_COMPARISON,1,D:\ieee my skills\IEEE_TRANS_CORPUS\papers\TII\Chen_2026_TII_Direct-Data-Driven-Trajectory-Tracking-Control-for-Autonomous-Vehicles.pdf,AUTOMATED_CROSS_SECTION_MATCH; requires human confirmation
